target,chunk,n_cells,in_panel,on_official_axis
ACVR2B,k562_00.npz,115,False,True
ACY1,k562_00.npz,70,False,True
ACYP1,k562_00.npz,236,False,True
ACYP2,k562_00.npz,85,False,True
ADA,k562_00.npz,173,False,True
ADAL,k562_00.npz,119,False,True
ADAM10,k562_00.npz,84,False,True
ADAM15,k562_00.npz,117,False,True
ADAM17,k562_00.npz,258,False,True
ADAM9,k562_00.npz,214,False,True
ADAMTS14,k562_00.npz,140,False,True
ADAMTS3,k562_00.npz,135,False,True
ADAMTSL4,k562_00.npz,101,False,True
ADAR,k562_00.npz,394,False,True
ADARB1,k562_00.npz,374,False,True
ADAT1,k562_00.npz,192,False,True
ADAT2,k562_00.npz,175,False,True
ADAT3,k562_00.npz,318,False,True
ADCK2,k562_00.npz,309,False,True
ADCK5,k562_00.npz,81,False,True
ADCY3,k562_00.npz,262,False,True
ADCY7,k562_00.npz,60,False,True
ADD1,k562_00.npz,280,False,True
ADD2,k562_00.npz,210,False,True
ADD3,k562_00.npz,207,False,True
ADH5,k562_00.npz,171,False,True
ADI1,k562_00.npz,100,False,True
ADIPOR1,k562_00.npz,143,False,True
ADIPOR2,k562_00.npz,241,False,True
ADK,k562_00.npz,219,False,True
ADNP,k562_00.npz,156,True,True
ADNP2,k562_00.npz,87,False,True
ADO,k562_00.npz,150,False,True
ADORA2B,k562_00.npz,174,False,True
ADPGK,k562_00.npz,93,False,True
ADPRHL2,k562_00.npz,151,False,True
ADRM1,k562_00.npz,403,False,True
ADSL,k562_00.npz,255,False,True
ADSS,k562_00.npz,87,False,True
ADTRP,k562_00.npz,141,False,True
AEBP1,k562_00.npz,255,False,True
AEBP2,k562_00.npz,167,False,True
AEN,k562_00.npz,321,False,True
AFF1,k562_00.npz,142,False,True
AFF4,k562_00.npz,154,False,True
AFG3L2,k562_00.npz,26,False,True
AFMID,k562_00.npz,88,False,False
AFTPH,k562_00.npz,156,False,True
AGA,k562_00.npz,30,False,True
AGAP1,k562_00.npz,105,False,True
AGAP3,k562_00.npz,90,False,True
AGBL5,k562_00.npz,372,False,True
AGFG1,k562_00.npz,243,False,True
AGFG2,k562_00.npz,293,False,True
AGGF1,k562_00.npz,189,False,True
AGK,k562_00.npz,90,False,True
AGL,k562_00.npz,166,False,True
AGO1,k562_00.npz,165,True,True
AGO2,k562_00.npz,42,False,True
AGO3,k562_00.npz,188,False,True
AGPAT1,k562_00.npz,261,False,True
AGPAT2,k562_00.npz,115,False,True
AGPAT3,k562_00.npz,163,False,True
AGPAT4,k562_00.npz,207,False,True
AGPAT5,k562_00.npz,97,False,True
AGPS,k562_00.npz,163,False,True
AGRN,k562_00.npz,126,False,True
AGTRAP,k562_00.npz,47,False,True
AHCTF1,k562_00.npz,584,False,True
AHCY,k562_00.npz,198,False,True
AHCYL1,k562_00.npz,314,False,True
AHDC1,k562_00.npz,170,False,True
AHI1,k562_00.npz,120,False,True
AHNAK,k562_00.npz,531,False,True
AHR,k562_00.npz,128,False,True
AHRR,k562_00.npz,145,False,True
AHSA1,k562_00.npz,73,False,True
AHSA2,k562_00.npz,236,False,False
AHSP,k562_00.npz,132,False,True
AIDA,k562_00.npz,244,False,True
AIF1,k562_00.npz,251,False,True
AIFM1,k562_00.npz,150,False,True
AIFM2,k562_00.npz,172,False,True
AIG1,k562_00.npz,106,False,True
AIMP1,k562_00.npz,283,False,True
AIMP2,k562_00.npz,182,False,True
AIP,k562_00.npz,34,False,True
AIRE,k562_00.npz,155,False,True
AK1,k562_00.npz,201,False,True
AK2,k562_00.npz,210,False,False
AK3,k562_00.npz,184,False,True
AK4,k562_00.npz,173,False,True
AKAP1,k562_00.npz,126,True,True
AKAP11,k562_00.npz,84,False,True
AKAP13,k562_00.npz,259,False,True
AKAP17A,k562_00.npz,81,False,True
AKAP8,k562_00.npz,184,False,True
AKAP8L,k562_00.npz,139,False,True
AKAP9,k562_00.npz,156,False,True
AKIP1,k562_00.npz,87,False,True
AKIRIN1,k562_00.npz,126,True,True
AKIRIN2,k562_00.npz,277,False,True
AKNA,k562_00.npz,417,False,True
AKR1A1,k562_00.npz,76,False,True
AKR1C1,k562_00.npz,122,False,True
AKR1C2,k562_00.npz,208,False,True
AKR1E2,k562_00.npz,182,False,True
AKR7A2,k562_00.npz,254,False,True
AKT1,k562_00.npz,228,False,True
AKT1S1,k562_00.npz,193,False,True
AKT2,k562_00.npz,105,True,True
ALAD,k562_00.npz,222,False,True
ALAS1,k562_00.npz,108,False,True
ALAS2,k562_00.npz,47,False,True
ALDH16A1,k562_00.npz,78,False,True
ALDH18A1,k562_00.npz,195,False,True
ALDH1A1,k562_00.npz,173,False,True
ALDH1A2,k562_00.npz,202,False,True
ALDH1B1,k562_00.npz,269,False,True
ALDH2,k562_00.npz,276,False,True
ALDH4A1,k562_00.npz,229,False,True
ALDH5A1,k562_00.npz,201,False,True
ALDH9A1,k562_00.npz,201,False,True
ALDOA,k562_00.npz,133,False,False
ALDOC,k562_00.npz,71,False,True
ALG1,k562_00.npz,182,False,True
ALG11,k562_00.npz,277,False,True
ALG12,k562_00.npz,168,True,True
ALG13,k562_00.npz,327,False,True
ALG14,k562_00.npz,285,False,True
ALG1L,k562_00.npz,378,False,True
ALG2,k562_00.npz,372,False,True
ALG3,k562_00.npz,183,False,True
ALG5,k562_00.npz,224,False,True
ALG6,k562_00.npz,248,False,True
ALG8,k562_00.npz,139,False,True
ALG9,k562_00.npz,97,False,True
ALKBH2,k562_00.npz,164,False,True
ALKBH3,k562_00.npz,252,False,True
ALKBH4,k562_00.npz,145,False,True
ALKBH5,k562_00.npz,143,False,True
ALKBH6,k562_00.npz,178,False,True
ALKBH7,k562_00.npz,274,False,True
ALKBH8,k562_00.npz,245,False,True
ALMS1,k562_00.npz,171,False,True
ALS2,k562_00.npz,50,False,True
ALX1,k562_00.npz,76,False,True
ALX3,k562_00.npz,129,False,True
ALX4,k562_00.npz,262,False,True
ALYREF,k562_00.npz,312,False,True
AMBRA1,k562_00.npz,249,False,True
AMD1,k562_00.npz,29,False,True
AMDHD2,k562_00.npz,133,False,True
AMFR,k562_00.npz,292,False,True
AMH,k562_00.npz,280,False,True
AMHR2,k562_00.npz,184,False,True
AMMECR1,k562_00.npz,205,False,True
AMN1,k562_00.npz,98,False,True
AMOTL1,k562_00.npz,99,False,True
AMPD2,k562_00.npz,616,False,True
AMPD3,k562_00.npz,85,False,True
AMZ2,k562_00.npz,228,False,True
ANAPC1,k562_00.npz,114,False,True
ANAPC10,k562_00.npz,15,False,True
ANAPC11,k562_00.npz,195,False,True
ANAPC13,k562_00.npz,257,False,True
ANAPC15,k562_00.npz,1091,False,True
ANAPC16,k562_00.npz,110,False,True
ANAPC2,k562_00.npz,166,False,True
ANAPC4,k562_00.npz,12,False,True
ANAPC5,k562_00.npz,45,False,True
ANAPC7,k562_00.npz,160,False,True
ANGEL2,k562_00.npz,110,False,True
ANGPT1,k562_00.npz,185,False,True
ANHX,k562_00.npz,210,False,True
ANK1,k562_00.npz,99,False,True
ANK3,k562_00.npz,48,False,True
ANKFY1,k562_00.npz,220,False,True
ANKHD1,k562_00.npz,191,False,True
ANKIB1,k562_00.npz,67,False,True
ANKLE1,k562_00.npz,85,False,True
ANKLE2,k562_00.npz,288,False,True
ANKMY1,k562_00.npz,162,False,True
ANKMY2,k562_00.npz,173,False,True
ANKRA2,k562_00.npz,123,False,True
ANKRD10,k562_00.npz,163,False,True
ANKRD11,k562_00.npz,563,False,True
ANKRD12,k562_00.npz,206,False,True
ANKRD13A,k562_00.npz,59,False,True
ANKRD13B,k562_00.npz,495,False,True
ANKRD13C,k562_00.npz,132,False,True
ANKRD13D,k562_00.npz,337,False,True
ANKRD16,k562_00.npz,131,False,True
ANKRD17,k562_00.npz,77,False,True
ANKRD26,k562_00.npz,229,False,True
ANKRD27,k562_00.npz,245,False,True
ANKRD28,k562_00.npz,79,False,True
ANKRD33B,k562_00.npz,237,False,True
ANKRD36,k562_00.npz,153,False,True
ANKRD36C,k562_00.npz,103,False,True
ANKRD39,k562_00.npz,78,False,True
ANKRD40,k562_00.npz,346,False,True
ANKRD46,k562_00.npz,362,False,True
ANKRD49,k562_00.npz,311,False,True
ANKRD52,k562_00.npz,13,True,True
ANKRD54,k562_00.npz,82,False,True
ANKRD9,k562_00.npz,142,False,True
ANKS1A,k562_00.npz,89,False,True
ANKS3,k562_00.npz,210,False,True
ANKS6,k562_00.npz,220,False,True
ANKZF1,k562_00.npz,252,True,True
ANLN,k562_00.npz,166,False,True
ANO10,k562_00.npz,241,False,True
ANO6,k562_00.npz,134,False,True
ANP32A,k562_00.npz,95,False,True
ANP32B,k562_00.npz,260,True,True
ANP32E,k562_00.npz,154,False,True
ANTKMT,k562_00.npz,211,False,True
ANTXR2,k562_00.npz,171,False,True
ANXA1,k562_00.npz,119,False,True
ANXA11,k562_00.npz,133,False,True
ANXA2,k562_00.npz,221,False,True
ANXA2R,k562_00.npz,100,False,True
ANXA3,k562_00.npz,217,False,True
ANXA4,k562_00.npz,126,False,True
ANXA5,k562_00.npz,264,False,True
ANXA6,k562_00.npz,238,False,True
ANXA7,k562_00.npz,159,False,True
AOPEP,k562_00.npz,140,False,False
AP1AR,k562_00.npz,241,False,True
AP1B1,k562_00.npz,443,False,True
AP1G1,k562_00.npz,169,False,True
AP1G2,k562_00.npz,236,False,True
AP1M1,k562_00.npz,211,False,True
AP1S1,k562_00.npz,158,False,True
AP1S2,k562_00.npz,179,False,True
AP2A1,k562_00.npz,90,False,True
AP2A2,k562_00.npz,193,True,True
AP2B1,k562_00.npz,228,False,True
AP2M1,k562_00.npz,572,False,True
AP2S1,k562_00.npz,169,False,True
AP3B1,k562_00.npz,206,False,True
AP3D1,k562_00.npz,102,False,True
AP3M1,k562_00.npz,85,False,True
AP3M2,k562_00.npz,184,False,True
AP3S1,k562_00.npz,318,False,True
AP3S2,k562_00.npz,157,False,True
AP4B1,k562_00.npz,122,False,True
AP4M1,k562_00.npz,134,False,True
AP4S1,k562_00.npz,90,False,True
AP5B1,k562_00.npz,74,False,False
AP5M1,k562_00.npz,208,False,True
AP5S1,k562_00.npz,130,False,True
AP5Z1,k562_00.npz,234,False,True
APAF1,k562_00.npz,261,False,True
APBA2,k562_00.npz,246,False,True
APBA3,k562_00.npz,288,False,False
APBB3,k562_00.npz,63,False,True
APC,k562_00.npz,361,False,True
APEH,k562_00.npz,84,False,True
APEX1,k562_00.npz,206,False,True
APEX2,k562_00.npz,94,False,True
APH1A,k562_00.npz,166,False,True
APH1B,k562_00.npz,185,False,True
API5,k562_00.npz,206,True,True
APIP,k562_00.npz,188,False,True
APLP1,k562_00.npz,176,False,True
APLP2,k562_00.npz,242,False,True
APMAP,k562_00.npz,217,False,True
APOBEC3B,k562_00.npz,187,False,True
APOBEC3C,k562_00.npz,224,False,True
APOBEC3G,k562_00.npz,291,False,True
APOBR,k562_00.npz,178,False,True
APOC1,k562_00.npz,265,False,True
APOE,k562_00.npz,129,False,True
APOL2,k562_00.npz,176,False,True
APOM,k562_00.npz,160,False,True
APOO,k562_00.npz,144,False,True
APOOL,k562_00.npz,115,False,True
APPBP2,k562_00.npz,103,False,True
APPL1,k562_00.npz,117,False,True
APRT,k562_00.npz,119,False,True
APTX,k562_00.npz,248,False,True
AQP10,k562_00.npz,161,False,True
AQP3,k562_00.npz,292,False,True
AQP7,k562_00.npz,260,False,True
AQR,k562_00.npz,19,False,True
AR,k562_00.npz,117,False,True
ARAF,k562_00.npz,222,False,True
ARAP1,k562_00.npz,286,False,True
ARCN1,k562_00.npz,253,False,True
AREG,k562_00.npz,105,False,True
AREL1,k562_00.npz,154,False,True
ARF1,k562_00.npz,174,False,True
ARF3,k562_00.npz,268,False,True
ARF4,k562_00.npz,194,False,True
ARF5,k562_00.npz,452,False,True
ARF6,k562_00.npz,357,False,True
ARFGAP1,k562_00.npz,260,False,True
ARFGAP2,k562_00.npz,160,False,True
ARFGAP3,k562_00.npz,73,False,True
ARFGEF1,k562_00.npz,243,False,True
ARFGEF2,k562_00.npz,23,False,True
ARFIP1,k562_00.npz,221,False,True
ARFIP2,k562_00.npz,87,False,True
ARFRP1,k562_00.npz,391,False,True
ARG2,k562_00.npz,150,False,True
ARGFX,k562_00.npz,187,False,True
ARGLU1,k562_00.npz,673,False,True
ARHGAP1,k562_00.npz,153,False,True
ARHGAP11A,k562_00.npz,109,False,True
ARHGAP11B,k562_00.npz,443,False,True
ARHGAP12,k562_00.npz,167,False,True
ARHGAP17,k562_00.npz,88,False,True
ARHGAP18,k562_00.npz,154,False,True
ARHGAP19,k562_00.npz,105,False,True
ARHGAP21,k562_00.npz,321,False,True
ARHGAP22,k562_00.npz,198,False,True
ARHGAP24,k562_00.npz,173,False,True
ARHGAP25,k562_00.npz,171,False,True
ARHGAP35,k562_00.npz,181,False,True
ARHGAP4,k562_00.npz,322,False,True
ARHGAP45,k562_00.npz,149,False,True
ARHGAP5,k562_00.npz,332,False,True
ARHGAP6,k562_00.npz,164,False,True
ARHGDIA,k562_00.npz,179,False,True
ARHGDIB,k562_00.npz,219,False,True
ARHGEF1,k562_00.npz,607,False,True
ARHGEF10,k562_00.npz,350,False,True
ARHGEF11,k562_00.npz,164,False,True
ARHGEF12,k562_00.npz,262,False,True
ARHGEF18,k562_00.npz,321,False,True
ARHGEF2,k562_00.npz,132,False,True
ARHGEF25,k562_00.npz,211,False,True
ARHGEF39,k562_00.npz,219,False,True
ARHGEF6,k562_00.npz,76,False,True
ARHGEF7,k562_00.npz,202,False,True
ARHGEF9,k562_00.npz,82,False,True
ARID1A,k562_00.npz,271,False,True
ARID1B,k562_00.npz,480,False,True
ARID2,k562_00.npz,200,False,True
ARID3A,k562_00.npz,54,False,True
ARID3B,k562_00.npz,274,False,True
ARID3C,k562_00.npz,203,False,True
ARID4A,k562_00.npz,251,False,True
ARID4B,k562_00.npz,66,False,True
ARID5A,k562_00.npz,222,False,True
ARID5B,k562_00.npz,260,False,True
ARIH1,k562_00.npz,91,False,True
ARIH2,k562_00.npz,129,False,True
ARL1,k562_00.npz,117,False,True
ARL11,k562_00.npz,192,False,True
ARL13B,k562_00.npz,129,False,True
ARL14EP,k562_00.npz,233,True,True
ARL15,k562_00.npz,254,False,True
ARL16,k562_00.npz,203,False,True
ARL17A,k562_00.npz,212,False,True
ARL2,k562_00.npz,26,False,True
ARL2BP,k562_00.npz,398,False,True
ARL3,k562_00.npz,221,False,True
ARL4A,k562_00.npz,209,False,True
ARL4D,k562_00.npz,333,False,True
ARL5A,k562_00.npz,88,False,True
ARL5B,k562_00.npz,189,False,True
ARL6IP1,k562_00.npz,305,False,True
ARL6IP4,k562_00.npz,137,False,True
ARL6IP5,k562_00.npz,179,False,True
ARL6IP6,k562_00.npz,211,False,True
ARL8A,k562_00.npz,215,False,True
ARL8B,k562_00.npz,227,False,True
ARMC1,k562_00.npz,211,False,True
ARMC10,k562_00.npz,204,False,True
ARMC5,k562_00.npz,204,False,True
ARMC6,k562_00.npz,132,False,True
ARMC7,k562_00.npz,169,False,True
ARMC8,k562_00.npz,182,False,True
ARMCX3,k562_00.npz,196,False,True
ARMCX5,k562_00.npz,134,False,True
ARMCX6,k562_00.npz,215,False,True
ARNT,k562_00.npz,95,False,True
ARNT2,k562_00.npz,115,False,True
ARNTL,k562_00.npz,265,False,True
ARNTL2,k562_00.npz,310,False,True
ARPC1A,k562_00.npz,229,False,True
ARPC1B,k562_00.npz,77,False,True
ARPC2,k562_00.npz,483,False,True
ARPC3,k562_00.npz,342,False,True
ARPC4,k562_00.npz,381,False,True
ARPC4-TTLL3,k562_00.npz,355,False,False
ARPC5,k562_00.npz,172,False,True
ARPC5L,k562_00.npz,257,False,True
ARPP19,k562_00.npz,239,False,True
ARRB1,k562_00.npz,55,False,True
ARRB2,k562_00.npz,81,False,True
ARRDC1,k562_00.npz,244,False,True
ARRDC2,k562_00.npz,386,False,True
ARRDC3,k562_00.npz,129,False,True
ARRDC4,k562_00.npz,266,False,True
ARSK,k562_00.npz,158,False,True
ARV1,k562_00.npz,179,False,True
ARVCF,k562_00.npz,445,False,True
ARX,k562_00.npz,439,False,True
ASAH1,k562_00.npz,208,False,True
ASAH2B,k562_00.npz,217,False,True
ASAP1,k562_00.npz,251,False,True
ASAP3,k562_00.npz,221,False,True
ASB1,k562_00.npz,283,False,True
ASB13,k562_00.npz,659,False,True
ASB3,k562_00.npz,245,False,True
ASB6,k562_00.npz,112,False,True
ASB7,k562_00.npz,34,False,True
ASB8,k562_00.npz,10,False,True
ASCC1,k562_00.npz,103,False,True
ASCC2,k562_00.npz,182,True,True
ASCC3,k562_00.npz,128,False,True
ASCL1,k562_00.npz,227,False,True
ASCL2,k562_00.npz,186,False,True
ASCL3,k562_00.npz,39,False,True
ASCL4,k562_00.npz,142,False,True
ASCL5,k562_00.npz,89,False,True
ASF1A,k562_00.npz,200,False,True
ASF1B,k562_00.npz,680,False,True
ASH1L,k562_00.npz,306,False,True
ASH2L,k562_00.npz,66,False,True
ASIC4,k562_00.npz,293,False,True
ASL,k562_00.npz,110,False,True
ASMTL,k562_00.npz,79,False,True
ASNS,k562_00.npz,144,False,False
ASNSD1,k562_00.npz,240,False,True
ASPH,k562_00.npz,224,False,True
ASPM,k562_00.npz,286,False,True
ASPSCR1,k562_00.npz,131,False,True
ASRGL1,k562_00.npz,287,False,True
ASXL1,k562_00.npz,307,False,True
ASXL2,k562_00.npz,249,False,True
ATAD1,k562_00.npz,157,False,True
ATAD2,k562_00.npz,67,False,True
ATAD2B,k562_00.npz,164,False,True
ATAD3A,k562_00.npz,72,False,True
ATAD3B,k562_00.npz,75,False,True
ATAD5,k562_00.npz,181,False,True
ATE1,k562_00.npz,226,False,True
ATF1,k562_00.npz,348,False,True
ATF2,k562_00.npz,188,False,True
ATF3,k562_00.npz,310,False,True
ATF4,k562_00.npz,103,False,True
ATF5,k562_00.npz,50,False,True
ATF6,k562_00.npz,127,False,True
ATF6B,k562_00.npz,194,False,True
ATF7,k562_00.npz,28,False,True
ATF7IP,k562_00.npz,333,False,True
ATF7IP2,k562_00.npz,163,False,True
ATG10,k562_00.npz,144,False,True
ATG12,k562_00.npz,44,False,True
ATG13,k562_00.npz,134,False,True
ATG16L1,k562_00.npz,100,False,True
ATG2A,k562_00.npz,120,False,True
ATG2B,k562_00.npz,79,False,True
ATG3,k562_00.npz,193,False,True
ATG4A,k562_00.npz,118,False,True
ATG4B,k562_00.npz,187,False,True
ATG4C,k562_00.npz,173,False,True
ATG4D,k562_00.npz,133,False,True
ATG5,k562_00.npz,180,False,True
ATG7,k562_00.npz,281,False,True
ATG9A,k562_00.npz,147,False,True
ATIC,k562_00.npz,74,False,True
ATL2,k562_00.npz,157,False,True
ATL3,k562_00.npz,168,False,True
ATM,k562_00.npz,157,False,True
ATMIN,k562_00.npz,144,False,True
ATN1,k562_00.npz,192,False,True
ATOH1,k562_00.npz,193,False,True
ATOH7,k562_00.npz,113,False,True
ATOH8,k562_00.npz,241,False,True
ATOX1,k562_00.npz,128,False,True
ATP11A,k562_00.npz,271,False,True
ATP11B,k562_00.npz,193,False,True
ATP11C,k562_00.npz,47,False,True
ATP13A1,k562_00.npz,74,False,True
ATP13A2,k562_00.npz,382,False,True
ATP13A3,k562_00.npz,122,False,True
ATP1A1,k562_00.npz,118,False,True
ATP1B3,k562_00.npz,133,False,True
ATP23,k562_00.npz,184,False,True
ATP2A2,k562_00.npz,297,False,True
ATP2A3,k562_01.npz,166,False,True
ATP2B1,k562_01.npz,148,False,True
ATP2B4,k562_01.npz,71,False,True
ATP2C1,k562_01.npz,91,False,True
ATP5F1A,k562_01.npz,175,False,True
ATP5F1B,k562_01.npz,98,False,True
ATP5F1C,k562_01.npz,73,False,True
ATP5F1D,k562_01.npz,159,False,True
ATP5F1E,k562_01.npz,25,False,True
ATP5IF1,k562_01.npz,108,False,True
ATP5MC1,k562_01.npz,294,False,True
ATP5MC2,k562_01.npz,112,False,True
ATP5MC3,k562_01.npz,133,False,True
ATP5MD,k562_01.npz,86,False,True
ATP5ME,k562_01.npz,183,False,True
ATP5MF,k562_01.npz,375,False,True
ATP5MG,k562_01.npz,92,False,True
ATP5MPL,k562_01.npz,34,False,True
ATP5PB,k562_01.npz,36,False,True
ATP5PD,k562_01.npz,110,False,True
ATP5PF,k562_01.npz,115,False,True
ATP5PO,k562_01.npz,215,False,True
ATP6AP1,k562_01.npz,170,False,True
ATP6AP2,k562_01.npz,384,False,True
ATP6V0A1,k562_01.npz,133,False,True
ATP6V0A2,k562_01.npz,108,False,True
ATP6V0B,k562_01.npz,294,False,True
ATP6V0C,k562_01.npz,42,False,True
ATP6V0D1,k562_01.npz,198,False,True
ATP6V0E1,k562_01.npz,197,False,True
ATP6V0E2,k562_01.npz,86,False,True
ATP6V1A,k562_01.npz,29,False,True
ATP6V1B2,k562_01.npz,169,False,True
ATP6V1C1,k562_01.npz,93,False,True
ATP6V1D,k562_01.npz,337,False,True
ATP6V1E1,k562_01.npz,283,False,True
ATP6V1E2,k562_01.npz,278,False,True
ATP6V1F,k562_01.npz,100,False,True
ATP6V1G1,k562_01.npz,190,False,True
ATP6V1H,k562_01.npz,147,False,True
ATP7A,k562_01.npz,213,False,True
ATP7B,k562_01.npz,103,False,True
ATP8B2,k562_01.npz,189,False,True
ATP9B,k562_01.npz,177,False,True
ATPAF1,k562_01.npz,148,False,True
ATPAF2,k562_01.npz,264,False,True
ATPSCKMT,k562_01.npz,70,False,True
ATR,k562_01.npz,78,False,True
ATRAID,k562_01.npz,144,False,True
ATRIP,k562_01.npz,164,False,True
ATRX,k562_01.npz,413,False,True
ATXN10,k562_01.npz,75,False,True
ATXN1L,k562_01.npz,109,False,True
ATXN2,k562_01.npz,121,False,True
ATXN2L,k562_01.npz,139,False,True
ATXN3,k562_01.npz,342,False,True
ATXN7,k562_01.npz,481,False,True
ATXN7L1,k562_01.npz,165,False,True
ATXN7L3,k562_01.npz,318,False,True
ATXN7L3B,k562_01.npz,132,False,True
AUH,k562_01.npz,144,False,True
AUNIP,k562_01.npz,262,False,True
AUP1,k562_01.npz,238,False,True
AURKA,k562_01.npz,24,False,True
AURKAIP1,k562_01.npz,129,False,True
AURKB,k562_01.npz,40,False,True
AVEN,k562_01.npz,152,False,True
AVL9,k562_01.npz,310,False,True
AVPI1,k562_01.npz,201,False,True
AXIN1,k562_01.npz,124,False,True
AXL,k562_01.npz,236,False,True
AZI2,k562_01.npz,159,False,True
AZIN1,k562_01.npz,31,False,True
B2M,k562_01.npz,277,False,True
B3GALNT2,k562_01.npz,185,False,True
B3GALT6,k562_01.npz,261,False,True
B3GAT3,k562_01.npz,213,False,True
B3GNT2,k562_01.npz,163,False,True
B3GNT5,k562_01.npz,62,False,True
B3GNTL1,k562_01.npz,217,False,True
B4GALNT1,k562_01.npz,39,False,True
B4GALNT4,k562_01.npz,304,False,True
B4GALT1,k562_01.npz,140,False,True
B4GALT2,k562_01.npz,219,False,True
B4GALT3,k562_01.npz,173,False,True
B4GALT4,k562_01.npz,287,False,True
B4GALT5,k562_01.npz,179,False,True
B4GALT7,k562_01.npz,146,False,True
B9D1,k562_01.npz,182,False,True
B9D2,k562_01.npz,94,False,True
