context,source,target,n_cells,n_rows,n_control_cells,n_genes_measured,supported_ge_10,supported_ge_30,supported_ge_50
HepG2,nadig_hepg2,ARL2,75.0,1,95.56,9023,True,True,True
HepG2,nadig_hepg2,ARL4D,39.0,1,95.51282051282051,9023,True,True,False
HepG2,nadig_hepg2,ARL6IP6,48.0,1,94.97916666666664,9023,True,True,False
HepG2,nadig_hepg2,ARMC6,25.0,1,93.12,9023,True,False,False
HepG2,nadig_hepg2,ARMC7,66.0,1,95.43939393939392,9023,True,True,True
HepG2,nadig_hepg2,ARPC1B,14.0,1,95.42857142857142,9023,True,False,False
HepG2,nadig_hepg2,ARPC2,99.0,1,94.0909090909091,9023,True,True,True
HepG2,nadig_hepg2,ARPC3,43.0,1,91.81395348837209,9023,True,True,False
HepG2,nadig_hepg2,ARPC4,66.0,1,92.46969696969698,9023,True,True,True
HepG2,nadig_hepg2,ARRB2,38.0,1,93.55263157894736,9023,True,True,False
HepG2,nadig_hepg2,ASCC3,62.0,1,95.4193548387097,9023,True,True,True
HepG2,nadig_hepg2,ASF1B,46.0,1,93.5,9023,True,True,False
HepG2,nadig_hepg2,ATF4,23.0,1,93.73913043478261,9023,True,False,False
HepG2,nadig_hepg2,ATF5,52.0,1,93.61538461538461,9023,True,True,True
HepG2,nadig_hepg2,ATIC,17.0,1,89.8235294117647,9023,True,False,False
HepG2,nadig_hepg2,ATL2,22.0,1,88.54545454545456,9023,True,False,False
HepG2,nadig_hepg2,ATP11B,62.0,1,95.62903225806451,9023,True,True,True
HepG2,nadig_hepg2,ATP1A1,27.0,1,95.55555555555556,9023,True,False,False
HepG2,nadig_hepg2,ATP2A2,74.0,1,93.94594594594597,9023,True,True,True
HepG2,nadig_hepg2,ATP5F1A,26.0,1,91.6923076923077,9023,True,False,False
HepG2,nadig_hepg2,ATP5F1B,10.0,1,88.50000000000003,9023,True,False,False
HepG2,nadig_hepg2,ATP5F1C,19.0,1,95.94736842105263,9023,True,False,False
HepG2,nadig_hepg2,ATP5MD,23.0,1,94.08695652173913,9023,True,False,False
HepG2,nadig_hepg2,ATP5ME,41.0,1,93.48780487804878,9023,True,True,False
HepG2,nadig_hepg2,ATP5MF,60.0,1,95.53333333333333,9023,True,True,True
HepG2,nadig_hepg2,ATP5PD,47.0,1,93.29787234042551,9023,True,True,False
HepG2,nadig_hepg2,ATP5PO,25.0,1,98.56000000000002,9023,True,False,False
HepG2,nadig_hepg2,ATP6AP1,61.0,1,92.60655737704919,9023,True,True,True
HepG2,nadig_hepg2,ATP6AP2,128.0,1,95.59375,9023,True,True,True
HepG2,nadig_hepg2,ATP6V0B,53.0,1,94.0566037735849,9023,True,True,True
HepG2,nadig_hepg2,ATP6V0C,63.0,1,96.06349206349205,9023,True,True,True
HepG2,nadig_hepg2,ATP6V0D1,56.0,1,93.16071428571428,9023,True,True,True
HepG2,nadig_hepg2,ATP6V1A,45.0,1,93.39999999999999,9023,True,True,False
HepG2,nadig_hepg2,ATP6V1B2,38.0,1,92.8157894736842,9023,True,True,False
HepG2,nadig_hepg2,ATP6V1C1,22.0,1,94.68181818181817,9023,True,False,False
HepG2,nadig_hepg2,ATP6V1D,36.0,1,97.30555555555554,9023,True,True,False
HepG2,nadig_hepg2,ATP6V1E1,34.0,1,92.8529411764706,9023,True,True,False
HepG2,nadig_hepg2,ATP6V1F,37.0,1,94.78378378378379,9023,True,True,False
HepG2,nadig_hepg2,ATP6V1G1,68.0,1,94.63235294117648,9023,True,True,True
HepG2,nadig_hepg2,ATP6V1H,62.0,1,94.03225806451613,9023,True,True,True
HepG2,nadig_hepg2,ATR,100.0,1,94.21000000000001,9023,True,True,True
HepG2,nadig_hepg2,ATRIP,41.0,1,93.24390243902437,9023,True,True,False
HepG2,nadig_hepg2,ATXN10,20.0,1,90.60000000000001,9023,True,False,False
HepG2,nadig_hepg2,AURKA,114.0,1,94.3859649122807,9023,True,True,True
HepG2,nadig_hepg2,AURKAIP1,56.0,1,94.26785714285712,9023,True,True,True
HepG2,nadig_hepg2,BAG6,39.0,1,95.33333333333334,9023,True,True,False
HepG2,nadig_hepg2,BANF1,26.0,1,92.26923076923077,9023,True,False,False
HepG2,nadig_hepg2,BANP,57.0,1,91.50877192982455,9023,True,True,True
HepG2,nadig_hepg2,BAP1,100.0,1,94.1,9023,True,True,True
HepG2,nadig_hepg2,BARD1,50.0,1,93.96000000000001,9023,True,True,True
HepG2,nadig_hepg2,BCAR1,346.0,1,95.24855491329481,9023,True,True,True
HepG2,nadig_hepg2,BCL2L1,119.0,1,93.99999999999999,9023,True,True,True
HepG2,nadig_hepg2,BCLAF1,38.0,1,93.07894736842105,9023,True,True,False
HepG2,nadig_hepg2,BCR,42.0,1,91.9047619047619,9023,True,True,False
HepG2,nadig_hepg2,BCS1L,38.0,1,94.07894736842105,9023,True,True,False
HepG2,nadig_hepg2,BDP1,33.0,1,95.96969696969697,9023,True,True,False
HepG2,nadig_hepg2,BET1,36.0,1,91.86111111111111,9023,True,True,False
HepG2,nadig_hepg2,BGLAP,20.0,1,96.4,9023,True,False,False
HepG2,nadig_hepg2,BMP2K,17.0,1,90.0,9023,True,False,False
HepG2,nadig_hepg2,BMS1,114.0,1,92.25438596491227,9023,True,True,True
HepG2,nadig_hepg2,BNIP1,17.0,1,96.8235294117647,9023,True,False,False
HepG2,nadig_hepg2,BOD1L1,45.0,1,93.84444444444445,9023,True,True,False
HepG2,nadig_hepg2,BOP1,126.0,1,94.88095238095238,9023,True,True,True
HepG2,nadig_hepg2,BORA,56.0,1,98.80357142857143,9023,True,True,True
HepG2,nadig_hepg2,BPTF,242.0,1,93.77272727272727,9023,True,True,True
HepG2,nadig_hepg2,BRCA1,47.0,1,94.23404255319149,9023,True,True,False
HepG2,nadig_hepg2,BRCA2,115.0,1,94.57391304347827,9023,True,True,True
HepG2,nadig_hepg2,BRD2,51.0,1,96.6470588235294,9023,True,True,True
HepG2,nadig_hepg2,BRD4,24.0,1,92.20833333333334,9023,True,False,False
HepG2,nadig_hepg2,BRD8,21.0,1,93.57142857142856,9023,True,False,False
HepG2,nadig_hepg2,BRF1,63.0,1,95.31746031746032,9023,True,True,True
HepG2,nadig_hepg2,BRF2,46.0,1,93.95652173913042,9023,True,True,False
HepG2,nadig_hepg2,BRIP1,58.0,1,93.46551724137932,9023,True,True,True
HepG2,nadig_hepg2,BRIX1,102.0,1,94.61764705882354,9023,True,True,True
HepG2,nadig_hepg2,BRK1,28.0,1,92.78571428571429,9023,True,False,False
HepG2,nadig_hepg2,BTAF1,35.0,1,97.34285714285714,9023,True,True,False
HepG2,nadig_hepg2,BTF3,212.0,1,96.27358490566037,9023,True,True,True
HepG2,nadig_hepg2,BTF3L4,81.0,1,97.64197530864197,9023,True,True,True
HepG2,nadig_hepg2,BUB1,67.0,1,92.59701492537314,9023,True,True,True
HepG2,nadig_hepg2,BUB1B,103.0,1,91.96116504854369,9023,True,True,True
HepG2,nadig_hepg2,BUB3,30.0,1,88.43333333333331,9023,True,True,False
HepG2,nadig_hepg2,BUD13,28.0,1,91.32142857142857,9023,True,False,False
HepG2,nadig_hepg2,BUD23,34.0,1,91.47058823529412,9023,True,True,False
HepG2,nadig_hepg2,BUD31,32.0,1,90.34375,9023,True,True,False
HepG2,nadig_hepg2,BYSL,42.0,1,93.19047619047618,9023,True,True,False
HepG2,nadig_hepg2,C12orf45,54.0,1,96.42592592592592,9023,True,True,True
HepG2,nadig_hepg2,C12orf60,34.0,1,96.8529411764706,9023,True,True,False
HepG2,nadig_hepg2,C14orf178,125.0,1,94.75200000000001,9023,True,True,True
HepG2,nadig_hepg2,C16orf86,59.0,1,93.22033898305085,9023,True,True,True
HepG2,nadig_hepg2,C17orf58,56.0,1,91.89285714285715,9023,True,True,True
HepG2,nadig_hepg2,C18orf21,33.0,1,96.03030303030303,9023,True,True,False
HepG2,nadig_hepg2,C19orf25,38.0,1,96.36842105263158,9023,True,True,False
HepG2,nadig_hepg2,C19orf53,36.0,1,96.0,9023,True,True,False
HepG2,nadig_hepg2,C1D,29.0,1,95.86206896551722,9023,True,False,False
HepG2,nadig_hepg2,C1QBP,32.0,1,95.65625,9023,True,True,False
HepG2,nadig_hepg2,C1QTNF4,43.0,1,93.13953488372091,9023,True,True,False
HepG2,nadig_hepg2,C1orf109,80.0,1,94.4,9023,True,True,True
HepG2,nadig_hepg2,C1orf131,43.0,1,95.39534883720931,9023,True,True,False
HepG2,nadig_hepg2,C5orf30,47.0,1,94.04255319148935,9023,True,True,False
HepG2,nadig_hepg2,C6orf15,50.0,1,95.94,9023,True,True,True
HepG2,nadig_hepg2,C7orf26,216.0,1,94.56018518518516,9023,True,True,True
HepG2,nadig_hepg2,C7orf50,26.0,1,94.00000000000001,9023,True,False,False
HepG2,nadig_hepg2,C9orf16,72.0,1,94.33333333333331,9023,True,True,True
HepG2,nadig_hepg2,C9orf78,48.0,1,98.04166666666666,9023,True,True,False
HepG2,nadig_hepg2,CA5A,62.0,1,94.29032258064517,9023,True,True,True
HepG2,nadig_hepg2,CABIN1,61.0,1,92.22950819672134,9023,True,True,True
HepG2,nadig_hepg2,CACNB3,75.0,1,94.50666666666667,9023,True,True,True
HepG2,nadig_hepg2,CACTIN,39.0,1,98.48717948717949,9023,True,True,False
HepG2,nadig_hepg2,CAD,28.0,1,94.25000000000001,9023,True,False,False
HepG2,nadig_hepg2,CADM4,79.0,1,92.37974683544304,9023,True,True,True
HepG2,nadig_hepg2,CALR,86.0,1,92.19767441860466,9023,True,True,True
HepG2,nadig_hepg2,CAMLG,26.0,1,88.65384615384616,9023,True,False,False
HepG2,nadig_hepg2,CAP1,21.0,1,96.66666666666666,9023,True,False,False
HepG2,nadig_hepg2,CAPZB,13.0,1,100.23076923076924,9023,True,False,False
HepG2,nadig_hepg2,CARF,53.0,1,93.41509433962263,9023,True,True,True
HepG2,nadig_hepg2,CARS,26.0,1,94.84615384615384,9023,True,False,False
HepG2,nadig_hepg2,CASC3,31.0,1,90.77419354838709,9023,True,True,False
HepG2,nadig_hepg2,CASP8AP2,20.0,1,94.95,9023,True,False,False
HepG2,nadig_hepg2,CAST,32.0,1,95.15625,9023,True,True,False
HepG2,nadig_hepg2,CBFA2T3,39.0,1,93.3076923076923,9023,True,True,False
HepG2,nadig_hepg2,CBLL1,21.0,1,94.8095238095238,9023,True,False,False
HepG2,nadig_hepg2,CBLN1,60.0,1,97.9,9023,True,True,True
HepG2,nadig_hepg2,CBX1,51.0,1,88.49019607843137,9023,True,True,True
HepG2,nadig_hepg2,CCAR1,33.0,1,92.93939393939395,9023,True,True,False
HepG2,nadig_hepg2,CCDC115,69.0,1,95.56521739130434,9023,True,True,True
HepG2,nadig_hepg2,CCDC130,145.0,1,94.65517241379311,9023,True,True,True
HepG2,nadig_hepg2,CCDC137,25.0,1,92.12,9023,True,False,False
HepG2,nadig_hepg2,CCDC144A,31.0,1,94.54838709677418,9023,True,True,False
HepG2,nadig_hepg2,CCDC144NL,80.0,1,93.07500000000002,9023,True,True,True
HepG2,nadig_hepg2,CCDC174,43.0,1,94.79069767441858,9023,True,True,False
HepG2,nadig_hepg2,CCDC59,127.0,1,96.1968503937008,9023,True,True,True
HepG2,nadig_hepg2,CCDC6,413.0,1,93.9370460048426,9023,True,True,True
HepG2,nadig_hepg2,CCDC78,198.0,1,92.58585858585859,9023,True,True,True
HepG2,nadig_hepg2,CCDC84,21.0,1,94.42857142857143,9023,True,False,False
HepG2,nadig_hepg2,CCDC86,35.0,1,96.37142857142857,9023,True,True,False
HepG2,nadig_hepg2,CCNA2,17.0,1,97.41176470588236,9023,True,False,False
HepG2,nadig_hepg2,CCNB1,43.0,1,93.44186046511628,9023,True,True,False
HepG2,nadig_hepg2,CCNC,52.0,1,94.96153846153847,9023,True,True,True
HepG2,nadig_hepg2,CCND1,40.0,1,95.3,9023,True,True,False
HepG2,nadig_hepg2,CCND3,41.0,1,96.0487804878049,9023,True,True,False
HepG2,nadig_hepg2,CCNH,98.0,1,94.1734693877551,9023,True,True,True
HepG2,nadig_hepg2,CCNK,96.0,1,93.1875,9023,True,True,True
HepG2,nadig_hepg2,CCNL1,33.0,1,92.45454545454545,9023,True,True,False
HepG2,nadig_hepg2,CCNQ,28.0,1,94.0,9023,True,False,False
HepG2,nadig_hepg2,CCP110,44.0,1,90.65909090909092,9023,True,True,False
HepG2,nadig_hepg2,CCT2,73.0,1,93.3698630136986,9023,True,True,True
HepG2,nadig_hepg2,CCT3,49.0,1,92.00000000000001,9023,True,True,False
HepG2,nadig_hepg2,CCT4,87.0,1,94.3103448275862,9023,True,True,True
HepG2,nadig_hepg2,CCT5,44.0,1,92.43181818181819,9023,True,True,False
HepG2,nadig_hepg2,CCT6A,96.0,1,97.10416666666667,9023,True,True,True
HepG2,nadig_hepg2,CCT7,111.0,1,93.92792792792793,9023,True,True,True
HepG2,nadig_hepg2,CCT8,68.0,1,93.45588235294119,9023,True,True,True
HepG2,nadig_hepg2,CD2BP2,32.0,1,98.125,9023,True,True,False
HepG2,nadig_hepg2,CD3EAP,91.0,1,94.80219780219781,9023,True,True,True
HepG2,nadig_hepg2,CD8B,79.0,1,93.78481012658227,9023,True,True,True
HepG2,nadig_hepg2,CDAN1,48.0,1,91.39583333333331,9023,True,True,False
HepG2,nadig_hepg2,CDC123,52.0,1,92.6923076923077,9023,True,True,True
HepG2,nadig_hepg2,CDC16,49.0,1,91.28571428571428,9023,True,True,False
HepG2,nadig_hepg2,CDC20,75.0,1,96.22666666666667,9023,True,True,True
HepG2,nadig_hepg2,CDC23,23.0,1,95.13043478260869,9023,True,False,False
HepG2,nadig_hepg2,CDC26,30.0,1,93.5,9023,True,True,False
HepG2,nadig_hepg2,CDC37,44.0,1,97.11363636363637,9023,True,True,False
HepG2,nadig_hepg2,CDC42,118.0,1,98.37288135593221,9023,True,True,True
HepG2,nadig_hepg2,CDC45,32.0,1,88.3125,9023,True,True,False
HepG2,nadig_hepg2,CDC5L,27.0,1,98.37037037037037,9023,True,False,False
HepG2,nadig_hepg2,CDC6,72.0,1,95.81944444444444,9023,True,True,True
HepG2,nadig_hepg2,CDC7,13.0,1,100.0,9023,True,False,False
HepG2,nadig_hepg2,CDC73,66.0,1,94.3030303030303,9023,True,True,True
HepG2,nadig_hepg2,CDCA5,93.0,1,94.80645161290325,9023,True,True,True
HepG2,nadig_hepg2,CDIPT,54.0,1,92.77777777777777,9023,True,True,True
HepG2,nadig_hepg2,CDK1,139.0,1,92.12949640287769,9023,True,True,True
HepG2,nadig_hepg2,CDK11A,26.0,1,90.88461538461539,9023,True,False,False
HepG2,nadig_hepg2,CDK12,17.0,1,101.6470588235294,9023,True,False,False
HepG2,nadig_hepg2,CDK2,79.0,1,90.9113924050633,9023,True,True,True
HepG2,nadig_hepg2,CDK6,71.0,1,92.5774647887324,9023,True,True,True
HepG2,nadig_hepg2,CDK7,18.0,1,94.94444444444446,9023,True,False,False
HepG2,nadig_hepg2,CDK9,68.0,1,91.92647058823529,9023,True,True,True
HepG2,nadig_hepg2,CDT1,99.0,1,95.49494949494948,9023,True,True,True
HepG2,nadig_hepg2,CEBPG,42.0,1,93.09523809523809,9023,True,True,False
HepG2,nadig_hepg2,CEBPZ,132.0,1,93.07575757575759,9023,True,True,True
HepG2,nadig_hepg2,CENPA,44.0,1,94.75,9023,True,True,False
HepG2,nadig_hepg2,CENPC,34.0,1,96.52941176470588,9023,True,True,False
HepG2,nadig_hepg2,CENPE,15.0,1,90.33333333333333,9023,True,False,False
HepG2,nadig_hepg2,CENPH,30.0,1,94.53333333333333,9023,True,True,False
HepG2,nadig_hepg2,CENPI,17.0,1,92.70588235294117,9023,True,False,False
HepG2,nadig_hepg2,CENPJ,92.0,1,93.46739130434783,9023,True,True,True
HepG2,nadig_hepg2,CENPK,99.0,1,94.1818181818182,9023,True,True,True
HepG2,nadig_hepg2,CENPN,41.0,1,93.00000000000001,9023,True,True,False
HepG2,nadig_hepg2,CENPP,59.0,1,92.57627118644068,9023,True,True,True
HepG2,nadig_hepg2,CENPT,70.0,1,95.77142857142857,9023,True,True,True
HepG2,nadig_hepg2,CENPW,44.0,1,94.38636363636364,9023,True,True,False
HepG2,nadig_hepg2,CEP152,20.0,1,93.55,9023,True,False,False
HepG2,nadig_hepg2,CEP192,28.0,1,91.39285714285714,9023,True,False,False
HepG2,nadig_hepg2,CEP68,37.0,1,95.7027027027027,9023,True,True,False
HepG2,nadig_hepg2,CEP85,57.0,1,92.05263157894736,9023,True,True,True
HepG2,nadig_hepg2,CEP97,39.0,1,94.74358974358974,9023,True,True,False
HepG2,nadig_hepg2,CFDP1,52.0,1,94.82692307692308,9023,True,True,True
HepG2,nadig_hepg2,CFL1,34.0,1,97.5,9023,True,True,False
HepG2,nadig_hepg2,CHAF1A,28.0,1,90.42857142857142,9023,True,False,False
HepG2,nadig_hepg2,CHAF1B,54.0,1,89.81481481481481,9023,True,True,True
HepG2,nadig_hepg2,CHCHD1,39.0,1,93.17948717948718,9023,True,True,False
HepG2,nadig_hepg2,CHCHD2,37.0,1,93.10810810810811,9023,True,True,False
HepG2,nadig_hepg2,CHCHD3,16.0,1,98.25,9023,True,False,False
HepG2,nadig_hepg2,CHCHD4,63.0,1,92.98412698412696,9023,True,True,True
HepG2,nadig_hepg2,CHD4,38.0,1,92.23684210526316,9023,True,True,False
HepG2,nadig_hepg2,CHEK1,65.0,1,94.87692307692309,9023,True,True,True
HepG2,nadig_hepg2,CHERP,96.0,1,93.76041666666667,9023,True,True,True
HepG2,nadig_hepg2,CHMP1A,13.0,1,96.3846153846154,9023,True,False,False
HepG2,nadig_hepg2,CHMP2A,15.0,1,93.13333333333334,9023,True,False,False
HepG2,nadig_hepg2,CHMP4B,37.0,1,94.59459459459458,9023,True,True,False
HepG2,nadig_hepg2,CHMP5,30.0,1,92.90000000000002,9023,True,True,False
HepG2,nadig_hepg2,CHMP6,67.0,1,93.85074626865669,9023,True,True,True
HepG2,nadig_hepg2,CHMP7,31.0,1,91.96774193548387,9023,True,True,False
HepG2,nadig_hepg2,CHORDC1,57.0,1,96.84210526315789,9023,True,True,True
HepG2,nadig_hepg2,CHTF18,95.0,1,93.89473684210527,9023,True,True,True
HepG2,nadig_hepg2,CHTF8,14.0,1,88.64285714285714,9023,True,False,False
HepG2,nadig_hepg2,CHTOP,41.0,1,95.85365853658537,9023,True,True,False
HepG2,nadig_hepg2,CIAO1,78.0,1,92.42307692307693,9023,True,True,True
HepG2,nadig_hepg2,CIAPIN1,99.0,1,95.71717171717172,9023,True,True,True
HepG2,nadig_hepg2,CINP,24.0,1,92.66666666666667,9023,True,False,False
HepG2,nadig_hepg2,CKAP5,60.0,1,97.01666666666667,9023,True,True,True
HepG2,nadig_hepg2,CLASRP,152.0,1,93.50657894736841,9023,True,True,True
HepG2,nadig_hepg2,CLCC1,28.0,1,89.17857142857143,9023,True,False,False
HepG2,nadig_hepg2,CLK2,16.0,1,90.25,9023,True,False,False
HepG2,nadig_hepg2,CLNS1A,10.0,1,92.50000000000001,9023,True,False,False
HepG2,nadig_hepg2,CLOCK,228.0,1,93.93859649122807,9023,True,True,True
HepG2,nadig_hepg2,CLP1,18.0,1,90.1111111111111,9023,True,False,False
HepG2,nadig_hepg2,CLPB,37.0,1,93.81081081081082,9023,True,True,False
HepG2,nadig_hepg2,CLSPN,26.0,1,91.3076923076923,9023,True,False,False
HepG2,nadig_hepg2,CLTC,19.0,1,94.26315789473685,9023,True,False,False
HepG2,nadig_hepg2,CMC4,28.0,1,94.2857142857143,9023,True,False,False
HepG2,nadig_hepg2,CMPK1,64.0,1,93.90625,9023,True,True,True
HepG2,nadig_hepg2,CMTR1,59.0,1,96.84745762711866,9023,True,True,True
HepG2,nadig_hepg2,CMTR2,32.0,1,96.375,9023,True,True,False
HepG2,nadig_hepg2,CNIH4,30.0,1,98.66666666666666,9023,True,True,False
HepG2,nadig_hepg2,CNN2,75.0,1,90.81333333333335,9023,True,True,True
HepG2,nadig_hepg2,CNOT1,62.0,1,95.06451612903226,9023,True,True,True
HepG2,nadig_hepg2,CNOT10,86.0,1,94.66279069767441,9023,True,True,True
HepG2,nadig_hepg2,CNOT11,57.0,1,91.42105263157893,9023,True,True,True
HepG2,nadig_hepg2,CNOT2,37.0,1,93.18918918918921,9023,True,True,False
HepG2,nadig_hepg2,CNOT3,21.0,1,92.71428571428571,9023,True,False,False
HepG2,nadig_hepg2,CNOT9,56.0,1,92.33928571428571,9023,True,True,True
HepG2,nadig_hepg2,COA5,47.0,1,95.34042553191489,9023,True,True,False
HepG2,nadig_hepg2,COASY,37.0,1,90.37837837837839,9023,True,True,False
HepG2,nadig_hepg2,COG1,55.0,1,93.6,9023,True,True,True
HepG2,nadig_hepg2,COG2,32.0,1,97.625,9023,True,True,False
HepG2,nadig_hepg2,COG4,39.0,1,97.07692307692308,9023,True,True,False
HepG2,nadig_hepg2,COG6,61.0,1,94.8032786885246,9023,True,True,True
