target_gene,k562_gwps,k562_essential,rpe1,missing_all_local_sources,A_mean_cpm,A_detection_rate,B_mean_cpm,B_detection_rate,C_mean_cpm,C_detection_rate
CSNK2A1,True,False,False,False,26.49644341775289,0.4017391304347826,7.595806518095726,0.13516304347826086,22.075739392610025,0.3363586956521739
CYTH2,True,False,False,False,170.46646684800734,0.8985869565217391,31.329423413698958,0.43043478260869567,21.70525869848846,0.3428804347826087
DBF4B,True,False,False,False,54.210738527159435,0.6005434782608695,37.21608289379007,0.42891304347826087,19.330023405003736,0.31326086956521737
DBN1,True,False,False,False,126.40592372060306,0.8290217391304348,32.33224356563136,0.4416304347826087,11.074548499274414,0.19978260869565218
DCAF16,True,False,False,False,136.6789267270586,0.8676086956521739,35.79287451016737,0.4747282608695652,23.830809462815726,0.37429347826086956
DCP2,True,False,False,False,199.7170965539391,0.9189130434782609,36.758016787617905,0.47875,57.83055604974822,0.6460326086956522
DDHD1,True,False,False,False,128.94911860642128,0.8447826086956521,81.9694953803824,0.7430978260869565,29.761053686376552,0.42043478260869566
DEAF1,True,False,False,False,115.26995751519799,0.8146195652173913,88.42998658705714,0.7496739130434783,117.70297114013039,0.84625
DEK,True,False,False,False,399.8544138883167,0.9830978260869565,549.5760544880011,0.980108695652174,497.6449743618877,0.991195652173913
DHRS1,True,False,False,False,11.564168143627537,0.2036413043478261,19.065260589383996,0.30375,25.57494513150214,0.39163043478260867
DHX35,True,False,False,False,46.84151521902538,0.5698913043478261,22.540547026494707,0.34375,36.6550049993102,0.5027173913043478
DLAT,True,False,False,False,92.48344415117438,0.7733695652173913,49.031450664852805,0.5851630434782609,138.21010829466275,0.8742391304347826
DMTF1,True,False,False,False,116.4153884541217,0.839945652173913,96.09962700821123,0.777554347826087,64.31804258499453,0.6692391304347826
DNTTIP1,True,False,False,False,112.06145348680894,0.8201086956521739,58.734655912271805,0.6481521739130435,93.05206657922058,0.790054347826087
DRG2,True,False,False,False,51.89402889406351,0.6040217391304348,5.379012421095716,0.10005434782608695,3.4207985295604315,0.07
DTNBP1,True,False,False,False,95.51368956768027,0.7641847826086956,30.2569034449688,0.42233695652173914,37.57693503719635,0.5066847826086956
DVL3,True,False,False,False,121.14086649515274,0.8453804347826087,40.06271743687999,0.5199456521739131,79.595235537817,0.7525
E2F1,True,False,False,False,245.67531960587436,0.8453804347826087,250.21399214744557,0.8607608695652174,75.53955104726295,0.5240760869565217
E2F4,True,False,False,False,203.60930300899645,0.9322282608695652,63.91710494470884,0.6675,102.6822757745852,0.8115217391304348
EAPP,True,False,False,False,112.99575927324489,0.8269021739130434,79.75079718463242,0.7448913043478261,95.0958654960025,0.7998913043478261
EEF1A2,True,False,False,False,6.02777809826493,0.09809782608695652,56.91137984659737,0.4636413043478261,177.46797313049643,0.8432608695652174
ELK1,True,False,False,False,59.29865450266431,0.6501630434782608,45.344695759933394,0.5528804347826087,11.884499457498148,0.21440217391304348
EPC2,True,False,False,False,44.33534917544136,0.54875,60.191106911675284,0.6394565217391305,30.00882626084852,0.43679347826086956
EPHB2,False,False,False,True,13.939528275764845,0.17608695652173914,12.308612221758754,0.20190217391304346,25.875602596892026,0.3977173913043478
EPM2AIP1,True,False,False,False,63.1006207126657,0.6475,27.752852961374554,0.37266304347826085,9.584855857458313,0.1768478260869565
EZH2,True,False,False,False,418.38422689110337,0.9832608695652174,112.95449934167351,0.7848913043478261,50.9494328901975,0.5570108695652174
FAM120A,True,False,False,False,223.7803071308495,0.9482608695652174,297.0433709401222,0.9601630434782609,323.07850040361257,0.9833695652173913
FCGRT,True,False,False,False,77.66276311991061,0.7119021739130434,7.188327323286674,0.12059782608695652,43.445864943607475,0.5395652173913044
FHL3,True,False,False,False,27.439211898580854,0.3914673913043478,65.7128923707936,0.6602717391304348,42.81132819309527,0.5451630434782608
FOXN2,True,False,False,False,49.64888772271209,0.585,13.501949248617628,0.23152173913043478,9.674920124551978,0.17565217391304347
FOXO4,True,False,False,False,19.16626073530878,0.2980978260869565,108.87179407784646,0.69625,20.112176327856627,0.32364130434782606
FUBP3,True,False,False,False,109.6066076897772,0.8232065217391304,282.09198999358154,0.9580978260869565,141.1599176310137,0.8916304347826087
FXYD5,True,False,False,False,253.53036043973148,0.9464130434782608,267.3669521881686,0.9494021739130435,757.5825169831156,0.9982608695652174
FZD2,True,False,False,False,16.353375642767766,0.2663586956521739,41.05663173039629,0.5028804347826087,11.708378358156397,0.21184782608695651
GIGYF2,True,False,False,False,56.10488575629499,0.6411413043478261,20.547234960921916,0.3207608695652174,27.54805329010002,0.41989130434782607
GLI3,True,False,False,False,30.879532679829712,0.3680434782608696,61.17092226736068,0.6246739130434783,180.8066004578548,0.9169021739130435
GLYR1,True,False,False,False,40.31596779553983,0.5320652173913043,8.83454381916942,0.15945652173913044,47.337135735306425,0.5874456521739131
GMEB2,True,False,False,False,41.22657632961518,0.5129891304347826,30.779669739410828,0.4346195652173913,74.89858811338979,0.7220652173913044
GPATCH8,True,False,False,False,56.898092518686504,0.6359239130434783,24.131044668028988,0.3651086956521739,21.348014169008493,0.34782608695652173
GRAMD1A,True,False,False,False,110.41913983707305,0.8217934782608696,36.770089656826094,0.4880978260869565,15.290979659961943,0.26081521739130437
GTF2IRD1,True,False,False,False,23.193698076176286,0.3208695652173913,149.40994334483085,0.8799456521739131,63.09262408119596,0.6680978260869566
HDAC1,True,False,False,False,564.1201116235152,0.9944565217391305,142.75585133628832,0.8765760869565218,203.34380798157935,0.9342391304347826
HDAC8,True,False,False,False,26.211801687356786,0.39353260869565215,48.146398401200976,0.5701086956521739,62.25788281459909,0.671141304347826
HEATR6,False,False,False,True,11.536044014448871,0.20478260869565218,6.369119955808098,0.11847826086956521,5.460401944797501,0.10684782608695652
HMGN3,True,False,False,False,66.21353616198539,0.6716847826086957,205.1939241730499,0.9301086956521739,102.84192016112688,0.8058152173913044
HMGN4,True,False,False,False,185.6917745519305,0.9264673913043479,45.71106315243663,0.5632065217391304,40.2543772571603,0.5357065217391305
HMGXB3,True,False,False,False,27.745882309292117,0.4067934782608696,13.050157520577425,0.21706521739130435,8.279881672714815,0.1584782608695652
HOMEZ,True,False,False,False,32.98696815007379,0.45,13.858490371512085,0.22304347826086957,93.57065142982843,0.7807608695652174
HSBP1,True,False,False,False,112.02194081786064,0.8430434782608696,244.81396172233934,0.9492391304347826,252.01706597543333,0.96625
HSP90AB1,True,False,False,False,162.56758976919784,0.8869021739130435,20.367048853823793,0.3184782608695652,168.1483616113739,0.8990760869565217
IFI27L2,True,False,False,False,84.25102678389167,0.7594021739130434,23.398960947896025,0.3541304347826087,59.516299615188835,0.6439130434782608
IFNAR2,True,False,False,False,144.76032896117945,0.8769565217391304,24.474046552502365,0.3584782608695652,25.538674113881182,0.3859782608695652
IFNGR2,True,False,False,False,111.2646276977768,0.8264673913043479,103.48147427758924,0.8067934782608696,108.18641342501967,0.8265217391304348
IL10RB,True,False,False,False,44.04433666600816,0.5425543478260869,33.98763177453364,0.4633152173913043,76.16043999115384,0.7346195652173914
IREB2,True,False,False,False,188.67231279363574,0.9258152173913043,85.42287526735076,0.7558695652173913,44.82505198068417,0.5676630434782609
KDM5A,True,False,False,False,106.81287087484382,0.8174456521739131,19.94214413428695,0.32320652173913045,14.444793378725247,0.25472826086956524
KHDRBS1,True,False,False,False,358.16661241816007,0.9779347826086957,286.2374191700187,0.9492934782608695,156.40510063532918,0.9020652173913043
KHSRP,True,False,False,False,278.49554180281007,0.9678804347826087,314.9192434245259,0.9621195652173913,217.5913176059352,0.9520652173913043
KIF21B,False,False,False,True,101.21803941786897,0.7416304347826087,0.1941707403763658,0.004239130434782609,1.9137880690562645,0.03798913043478261
KIF2A,True,False,False,False,193.55368874120143,0.9344565217391304,46.836494997007506,0.5705434782608696,32.0633857221055,0.46793478260869564
KMT2A,True,False,False,False,115.58330525212678,0.8452173913043478,68.74217300224856,0.6926630434782609,88.12075195797355,0.7777717391304347
LDLR,True,False,False,False,46.47551546494843,0.5155978260869565,35.99240094583208,0.45543478260869563,157.0337076133155,0.8680434782608696
LENG1,True,False,False,False,34.99067979904536,0.4772826086956522,14.66131343315036,0.23423913043478262,13.836796215851452,0.2440217391304348
LMAN1,True,False,False,False,259.6835839464669,0.9525,288.6239283184028,0.951195652173913,152.93446658006394,0.892445652173913
LMBRD2,True,False,False,False,60.530318184603786,0.6433152173913044,128.48128911375562,0.8304891304347826,44.94153081448788,0.5601086956521739
LPCAT3,True,False,False,False,47.71855927364165,0.5647282608695652,126.23639060929227,0.8541304347826087,78.75499371996514,0.729945652173913
MAN2A1,True,False,False,False,72.66874074685391,0.7017391304347826,71.53597900121915,0.7010869565217391,158.32230777199564,0.8920108695652174
MAP2K2,True,False,False,False,265.4877976755466,0.9604347826086956,195.76012803134068,0.9235869565217392,116.41644054545021,0.8515760869565218
MAPK12,True,False,False,False,31.93522556349794,0.43184782608695654,64.49796889786528,0.6481521739130435,40.01082100698664,0.5294565217391304
MAPK7,False,False,False,True,42.90735294947278,0.5201630434782609,33.49897161003484,0.4484782608695652,27.54897376644801,0.40608695652173915
MARCKSL1,True,False,False,False,556.0561123740493,0.9881521739130434,166.0594981624532,0.855,36.543804548309666,0.4503804347826087
MBD4,True,False,False,False,103.88162867309987,0.8127173913043478,73.06182834636307,0.708858695652174,127.36323029548942,0.8733695652173913
MED13,True,False,False,False,112.5785168464161,0.8324456521739131,160.4528426785226,0.9042934782608696,129.16391133349757,0.87875
MED15,True,False,False,False,101.31363551941611,0.8002173913043479,71.0179692519173,0.695,192.21849141585952,0.9341304347826087
MED25,True,False,False,False,185.24998406067365,0.9232608695652174,155.78418359567243,0.8917934782608695,98.5184569459066,0.8034239130434783
MLKL,False,False,False,True,42.04870481400651,0.5098369565217391,39.563845909891924,0.49418478260869564,17.559967103840105,0.28875
MLLT10,True,False,False,False,77.35495563458973,0.7473913043478261,24.627663440124106,0.3566847826086956,21.880910673602067,0.3423369565217391
MSANTD4,True,False,False,False,37.361515771621384,0.5019021739130435,21.669952817057723,0.3328804347826087,42.81400999982638,0.5457608695652174
MSI2,True,False,False,False,230.1153450646637,0.9326630434782609,226.9740201257118,0.9368478260869565,79.87452864648908,0.7278260869565217
MTA1,True,False,False,False,340.37325955617,0.9769565217391304,141.0372169545406,0.8682065217391305,97.74897135140952,0.7808695652173913
MTF1,True,False,False,False,34.798933213193756,0.46630434782608693,26.88042333943103,0.3865217391304348,18.138609858720372,0.29929347826086955
MTHFSD,True,False,False,False,19.128340175255463,0.3025,12.176441710660967,0.20543478260869566,16.58717347401652,0.28494565217391304
MTM1,True,False,False,False,24.26011851040316,0.36885869565217394,17.453429497086546,0.2833695652173913,21.78066721030988,0.3520108695652174
MYD88,True,False,False,False,115.7387803366084,0.8244565217391304,32.916141546032776,0.4384782608695652,26.12382989025353,0.3932608695652174
MYPOP,True,False,False,False,26.2945434321646,0.39342391304347823,11.929372543328983,0.20217391304347826,7.305837192525329,0.13581521739130434
MYRF,True,False,False,False,11.378316454894996,0.1810326086956522,13.428682330473475,0.19353260869565217,16.222870277264313,0.24793478260869564
NABP2,True,False,False,False,283.30537166796654,0.9641304347826087,492.3274513207538,0.9747826086956521,147.12069098613867,0.8901630434782609
NAIF1,True,False,False,False,30.314276883414948,0.4131521739130435,39.24894808806014,0.49625,26.58012628947554,0.39315217391304347
NCLN,True,False,False,False,164.3975198380859,0.8913043478260869,122.06694979181184,0.8346195652173913,35.535972445619976,0.49282608695652175
NFE2L1,True,False,False,False,211.46404527940166,0.9407065217391304,199.54266065441206,0.9307608695652174,273.8891762596808,0.9664673913043478
NGLY1,True,False,False,False,106.80368702117342,0.8168478260869565,35.40992074839258,0.47146739130434784,37.34238609926144,0.5078260869565218
NICN1,False,False,False,True,25.632371086916187,0.3923369565217391,5.953769684052462,0.10771739130434782,33.8760005369062,0.4633152173913043
NIPAL3,True,False,False,False,45.67517717922605,0.5478260869565217,51.3466332821737,0.5942934782608695,78.42394024611674,0.7379347826086956
NIPSNAP3A,True,False,False,False,36.35257689606288,0.4906521739130435,17.26072996597515,0.28146739130434784,112.94778930149523,0.8396195652173913
NT5DC1,True,False,False,False,35.39829577476665,0.48543478260869566,51.800120134724885,0.5966304347826087,182.79066134910116,0.9247282608695652
NUP37,True,False,False,False,187.271688144007,0.9043478260869565,88.44848615210162,0.7565760869565218,161.2171364671268,0.887554347826087
PAN2,True,False,False,False,64.47055211179669,0.6581521739130435,25.604919546414333,0.37032608695652175,29.199642498053873,0.4319021739130435
PAPOLA,True,False,False,False,119.0967834399322,0.8578804347826087,72.69428233072853,0.7131521739130435,66.79687995674657,0.7027173913043478
PARP3,False,False,False,True,10.522241312228624,0.18641304347826088,5.5774325026918,0.10396739130434783,5.029579647479863,0.09467391304347826
PATL1,True,False,False,False,75.76329252995335,0.7195652173913043,94.43009016545646,0.773804347826087,298.9621717660014,0.9709239130434782
PBLD,False,False,False,True,9.606748689650354,0.16483695652173913,9.964669331441643,0.17125,13.959720133641117,0.24619565217391304
PCGF1,True,False,False,False,90.17648308605355,0.7591304347826087,80.46776904817919,0.7216304347826087,77.40562943641532,0.7391304347826086
PCGF6,True,False,False,False,8.4192028264435,0.1557608695652174,8.652207804044924,0.15396739130434783,36.185620631242514,0.4930434782608696
PDCD4,True,False,False,False,158.22678730090018,0.8841304347826087,465.9820476525391,0.9700543478260869,490.80886901182396,0.9895108695652174
PDE6D,True,False,False,False,88.95374222975066,0.7851086956521739,44.83095384343217,0.5545652173913044,152.43053828635217,0.8991847826086956
PDK1,True,False,False,False,330.5692443129769,0.9285326086956521,66.3420122561905,0.6572826086956521,123.52254812491718,0.8244565217391304
PDK3,False,False,False,True,29.57523575633895,0.42527173913043476,11.411975918217054,0.1961413043478261,26.217080240267133,0.39842391304347824
PGLS,True,False,False,False,103.6833699114228,0.8041304347826087,15.178543701767554,0.24505434782608695,33.590991672694834,0.4736413043478261
PHF11,False,False,False,True,51.11011689667479,0.5991304347826087,4.411825442459526,0.08309782608695652,46.26144232548051,0.5622282608695652
PHF19,True,False,False,False,255.31864943695552,0.9348913043478261,347.7663699320427,0.9651086956521739,91.30536469312676,0.7364673913043478
PHF23,True,False,False,False,37.02243789566024,0.4935869565217391,58.68978408645509,0.649891304347826,18.046122552158334,0.3022282608695652
PHF8,True,False,False,False,51.94182322932146,0.6029347826086957,44.11816214797765,0.5517934782608696,62.139840265257,0.6655434782608696
PI4KB,True,False,False,False,105.75289275174092,0.8209782608695653,137.27683280902494,0.877554347826087,130.17912138539438,0.8771739130434782
PIM2,True,False,False,False,33.91073731779665,0.4434239130434783,22.824387111895003,0.3416304347826087,7.525015601375412,0.14396739130434782
PIN1,True,False,False,False,216.03334526917348,0.9391847826086956,22.98335251162442,0.3532065217391304,14.866404308772708,0.2625
PINK1,True,False,False,False,44.72407865772615,0.5345108695652174,191.55502022775903,0.9021195652173913,97.47779277793147,0.7929891304347826
PKN3,True,False,False,False,26.585894696236554,0.36543478260869566,105.19064155896011,0.8004891304347826,10.14571789152577,0.1870108695652174
PLAGL2,True,False,False,False,41.42472791246604,0.5440217391304348,25.120484020236734,0.375,67.68460364539314,0.7026086956521739
PLCG1,True,False,False,False,249.08006119419426,0.9603804347826087,171.86419444484093,0.8954891304347826,144.7854691354586,0.8736956521739131
PNP,True,False,False,False,168.9254569150044,0.8842391304347826,217.55523827299294,0.9319021739130435,85.6227552331644,0.7366847826086956
POLD4,True,False,False,False,31.437571162677727,0.4320108695652174,20.497563937574217,0.31956521739130433,35.33727917333191,0.48179347826086955
POR,True,False,False,False,51.10621096948425,0.5874456521739131,127.54860005432633,0.8481521739130434,110.4701531438324,0.827554347826087
PPIF,True,False,False,False,120.20449077604741,0.8109782608695653,41.17412566069742,0.5057065217391304,52.226464647329436,0.6047282608695652
PPIP5K2,True,False,False,False,47.542518294405866,0.5775,39.22909365161696,0.5109782608695652,36.21040039181298,0.49434782608695654
PQBP1,True,False,False,False,144.1068337037932,0.8701086956521739,168.06592660690305,0.9054347826086957,59.382442483285416,0.6508152173913043
PRDX3,True,False,False,False,22.15523108690475,0.34706521739130436,13.252511212397513,0.2261413043478261,132.5374921326236,0.8763043478260869
PRKAB2,True,False,False,False,27.540047258825204,0.39206521739130434,13.031075752871832,0.21695652173913044,25.31564353003785,0.37815217391304345
PRKACA,True,False,False,False,250.14772656629646,0.9536413043478261,439.5948164856483,0.9695652173913043,189.39726792325112,0.924945652173913
PRMT2,True,False,False,False,118.15225625449072,0.8315760869565217,98.29233583275412,0.7947282608695653,81.57728579331568,0.7519021739130435
PRMT6,True,False,False,False,45.14056640886846,0.5516304347826086,91.99669445376888,0.7829891304347826,12.766061737446762,0.23179347826086957
PRMT7,True,False,False,False,33.102369297950226,0.4573913043478261,10.827846796252432,0.18684782608695652,14.476364445286666,0.2604347826086956
PRNP,True,False,False,False,49.731412992415834,0.5422826086956521,64.6883981643445,0.6586413043478261,449.34820586305835,0.9832065217391305
PSKH1,True,False,False,False,78.7768322049332,0.7165217391304348,57.31463547434038,0.6203804347826087,46.130356066247536,0.5722826086956522
PSMB9,False,False,False,True,192.29909535366718,0.9049456521739131,0.8557345677518658,0.014945652173913044,218.42896771964425,0.9369021739130434
PTMS,True,False,False,False,123.3635266820828,0.8084239130434783,940.2933713235731,0.9909782608695652,174.89517272319915,0.899891304347826
PTOV1,True,False,False,False,365.19147153461347,0.9807065217391304,126.4251128040167,0.8567391304347826,87.25704108963703,0.7804891304347826
PYCR1,True,False,False,False,78.27877134547613,0.6869021739130434,104.38346314390873,0.7898369565217391,26.99817183036907,0.38369565217391305
R3HCC1L,True,False,False,False,34.62785110732941,0.4718478260869565,21.67447208938353,0.33065217391304347,47.9002420307925,0.58
RAB11FIP5,False,False,False,True,29.32315069092287,0.39163043478260867,44.192009551443725,0.5413043478260869,51.83293597904767,0.6092934782608695
RAB5A,True,False,False,False,24.556234023076044,0.3798913043478261,8.35816898072637,0.14603260869565218,206.98730352741447,0.950054347826087
RABEP2,True,False,False,False,24.265855539732435,0.3616304347826087,30.062280824150605,0.4210326086956522,16.094529090676645,0.27119565217391306
RBM18,True,False,False,False,70.09022464184454,0.7057608695652174,89.19842889997193,0.7765217391304348,93.75465606964717,0.7995652173913044
RBM26,True,False,False,False,48.66360604017742,0.5890760869565217,11.332916428889213,0.19646739130434782,76.86944139756902,0.7444021739130435
RBM4B,True,False,False,False,26.147467563833654,0.40016304347826087,10.005047233014684,0.17146739130434782,4.569007569926982,0.08978260869565217
RBM5,True,False,False,False,113.86105805702367,0.8332608695652174,72.04143697737759,0.6870108695652174,42.452074047269704,0.5408152173913043
RC3H2,True,False,False,False,97.96964228278668,0.8044565217391304,82.95614158783945,0.7614673913043478,105.8848741405082,0.8321739130434782
REV1,True,False,False,False,107.5884763148676,0.8223369565217391,107.90403974463618,0.8239673913043478,120.95770830194941,0.8510869565217392
RFK,True,False,False,False,26.61593813007517,0.4032608695652174,85.27411648790611,0.7247826086956521,140.287317871751,0.8609239130434783
RNF10,True,False,False,False,167.27175385141868,0.9148369565217391,29.285429819428973,0.4176086956521739,68.85234956529833,0.7068478260869565
RNF141,True,False,False,False,103.84560286470739,0.8055434782608696,67.08288325251829,0.6748913043478261,267.90417280762773,0.9691304347826087
RNF2,True,False,False,False,34.29309448099926,0.48782608695652174,20.52069178403292,0.3298369565217391,70.92826880901575,0.7154347826086956
RSRC1,True,False,False,False,70.01468933473318,0.706195652173913,25.03818367418461,0.3720108695652174,214.28075072080225,0.9476630434782609
S100A11,True,False,False,False,0.10672640928261228,0.0023369565217391305,521.805615381947,0.9755434782608695,2353.921456682847,1.0
SAP30L,True,False,False,False,111.959019142682,0.8265760869565217,187.18120516868348,0.9177717391304347,149.87058086213702,0.892554347826087
SCAF8,True,False,False,False,58.83383104068416,0.6554347826086957,21.34577526571325,0.3322826086956522,33.21154698185028,0.47489130434782606
SEMA4F,False,False,False,True,17.024023068098938,0.2768478260869565,9.398549205619219,0.1617391304347826,13.353836932668797,0.22907608695652174
SFXN4,True,False,False,False,39.89182856749501,0.5090760869565217,25.525626759164997,0.3731521739130435,30.860886757508162,0.44581521739130436
SH2D3A,True,False,False,False,8.68021461658677,0.15413043478260868,5.329639514219326,0.09880434782608696,13.145694492182887,0.23152173913043478
SHPRH,True,False,False,False,53.31769080360824,0.6066847826086956,44.5113098848766,0.5334239130434782,26.963797824146926,0.405
SIN3B,True,False,False,False,68.43007702037951,0.6930978260869565,80.13541676274917,0.740108695652174,60.57678345252818,0.6594565217391304
SLC25A13,True,False,False,False,6.48894468488254,0.12130434782608696,67.66383510009817,0.6964673913043479,21.14390008077011,0.3403260869565217
SLC39A1,True,False,False,False,20.561988009462592,0.3348369565217391,92.56525432341641,0.7875543478260869,51.240966876058785,0.6098913043478261
SLC44A1,False,False,False,True,88.12557407797136,0.7467391304347826,10.9675993039141,0.19434782608695653,20.73906267792006,0.33510869565217394
SLIRP,True,False,False,False,138.7750264721232,0.8607065217391304,53.51831114642396,0.6028804347826087,28.984398827573635,0.4279891304347826
SMARCA5,True,False,False,False,446.141498983139,0.9881521739130434,110.6845127398138,0.8302173913043478,92.57239058707916,0.7843478260869565
SMARCC2,True,False,False,False,62.60871427787874,0.6623913043478261,11.479040167336978,0.19483695652173913,9.394474196607927,0.1771195652173913
SMYD2,True,False,False,False,136.571014529193,0.8564130434782609,91.4925903117414,0.7768478260869566,36.98422835939542,0.5002173913043478
SND1,True,False,False,False,167.15036527768785,0.9198913043478261,353.622277870642,0.9666847826086956,138.6109779723967,0.8853804347826087
SNN,False,False,False,True,19.87408128430319,0.3042391304347826,5.3494683760416075,0.09614130434782608,20.306473993789055,0.32603260869565215
SNRK,True,False,False,False,90.3125637552797,0.7819565217391304,53.40581178212815,0.5928804347826087,48.38834250227231,0.591195652173913
SNX4,True,False,False,False,142.07202873501404,0.8690217391304348,106.35004288514104,0.8157065217391304,198.94002898996789,0.9423369565217391
SOCS5,False,False,False,True,16.009951038966463,0.26413043478260867,28.178479724628296,0.40456521739130435,42.07808154945563,0.5459239130434783
SPATA20,False,False,False,True,17.981159238482725,0.27918478260869567,81.27668199850699,0.7183695652173913,54.12262772212333,0.6265760869565218
SRSF5,True,False,False,False,65.42554832879682,0.6701086956521739,28.680583692541973,0.3763586956521739,37.54852644900613,0.5002717391304348
SSR4,True,False,False,False,205.47365762178575,0.9451086956521739,227.36938465875292,0.945054347826087,44.47368185533511,0.5725543478260869
STAT6,True,False,False,False,46.34962882851771,0.5657065217391304,16.554632930740965,0.26614130434782607,14.741939789150951,0.25369565217391304
STK3,True,False,False,False,54.126790687803634,0.6028260869565217,30.36242587449766,0.42380434782608695,101.24928781850562,0.8168478260869565
STT3A,True,False,False,False,219.77544515898973,0.9367391304347826,139.85390014680462,0.8729891304347827,202.83714392605629,0.9358695652173913
SUPT7L,True,False,False,False,53.068024560310505,0.6272282608695652,51.21568235880336,0.6118478260869565,34.211512501110604,0.48282608695652174
SYVN1,True,False,False,False,33.38266463732702,0.46347826086956523,20.210764560295978,0.32070652173913045,16.185748283938683,0.2723369565217391
TAF15,True,False,False,False,175.78532808996377,0.9101086956521739,33.61151082304409,0.46255434782608695,14.378852556749065,0.25527173913043477
TAF4,False,False,False,True,63.98845460609973,0.6760326086956522,80.33614926825669,0.7470652173913044,115.02409651247764,0.8386956521739131
