panel,gene,on_gene_axis,A_cpm,B_cpm,C_cpm,A_det,B_det,C_det
mesenchymal,SERPINE1,True,0.24757556025976452,48.5409528871428,118.81984279867775,0.004728260869565217,0.4653260869565217,0.5895108695652174
eye_field_RPE,CLU,True,4.327600981294508,7856.704141536377,309.49139944531,0.07173913043478261,0.9996739130434783,0.9508152173913044
eye_field_RPE,PAX6,True,10.879513158287038,34.119325535864775,0.12451981426595483,0.16777173913043478,0.44679347826086957,0.0026630434782608696
eye_field_RPE,LHX2,True,0.10322216054928426,37.82183409864582,3.8344131509129897,0.0019021739130434783,0.43266304347826084,0.07119565217391305
eye_field_RPE,MITF,True,0.0,27.097538507852477,19.24920500311523,0.0,0.39364130434782607,0.31173913043478263
eye_field_RPE,TFAP2A,True,3.417166216649663,64.78409133308432,134.86899922943977,0.03853260869565217,0.6548369565217391,0.8745108695652174
eye_field_RPE,OTX2,True,0.004069476574255589,0.0098850174767109,0.0,0.00010869565217391305,5.4347826086956524e-05,0.0
eye_field_RPE,BEST1,True,0.885513032502282,0.03707239060500882,0.13898331439254075,0.016304347826086956,0.0002173913043478261,0.0030978260869565215
eye_field_RPE,RAX,True,0.004811714027544489,0.0,0.004664649050464039,0.00010869565217391305,0.0,5.4347826086956524e-05
pluripotent,POU5F1,True,0.06186132275702689,2.3772293764928283,6.0159671476608345,0.0015217391304347826,0.043967391304347826,0.11130434782608696
pluripotent,NANOG,True,0.010786402539993856,0.0,0.060191465170726675,0.0002173913043478261,0.0,0.00125
pluripotent,LIN28A,True,0.7342656338710786,0.8499815478004444,0.28375046787149,0.013858695652173913,0.016793478260869566,0.006195652173913043
pluripotent,SOX2,True,0.004629983777704072,0.0,142.49766560349445,0.00016304347826086958,0.0,0.8241304347826087
pluripotent,DNMT3B,True,18.327328301829937,1.5494179908037389,5.026181674525804,0.27907608695652175,0.03326086956521739,0.10277173913043479
pluripotent,SALL4,True,0.10664751727127961,1.1964184850842565,3.778790855003745,0.0016304347826086956,0.022228260869565218,0.07402173913043478
pluripotent,TDGF1,True,0.0,0.0,0.03757288838595824,0.0,0.0,0.0008152173913043478
pluripotent,L1TD1,True,0.027644042310257307,0.0,0.03950293276088626,0.00032608695652173916,0.0,0.0008152173913043478
pluripotent,ZFP42,True,0.0,0.049737072384721935,0.018390943995153827,0.0,0.00010869565217391305,0.0004347826086956522
hepatic,ALB,True,0.06464813554790615,0.0035530878462032827,0.2006647928653577,0.0011956521739130434,0.00010869565217391305,0.00375
hepatic,AFP,True,0.0,0.387862548697261,0.03311882747927598,0.0,0.00826086956521739,0.0006521739130434783
hepatic,APOA1,True,1.8719882593044848,0.19950069997590483,0.09980112666011978,0.03369565217391304,0.002173913043478261,0.0024456521739130437
hepatic,TTR,True,0.0,0.004345045257991407,0.0050173500167347744,0.0,5.4347826086956524e-05,0.00010869565217391305
hepatic,HNF4A,True,0.0745836593525776,0.19267686261930667,0.10975519776908224,0.0016847826086956522,0.004021739130434783,0.0024456521739130437
hepatic,SERPINA1,True,0.0,0.02815223312451102,1.426607690478212,0.0,0.0007608695652173913,0.027880434782608696
myeloid,LYZ,True,0.04450906853863853,0.0621653300538191,0.08515047318795804,0.0009782608695652175,0.0011956521739130434,0.0017934782608695651
myeloid,SPI1,True,0.015905483826445112,0.1936017433529569,0.1060432401276135,0.0004347826086956522,0.0007608695652173913,0.0020108695652173913
myeloid,CSF1R,True,0.0020714192204503764,0.06059412510356853,0.2941936718026959,5.4347826086956524e-05,0.001358695652173913,0.006032608695652174
myeloid,ITGAM,True,0.1542776368245386,0.0,0.14290099052349978,0.003315217391304348,0.0,0.0031521739130434784
sex_chrY,DDX3Y,True,11.602172676689019,0.0,94.83554979856417,0.18239130434782608,0.0,0.7880434782608695
sex_chrY,EIF1AY,True,167.03898173878852,0.0,223.1350404771431,0.5696739130434783,0.0,0.9521739130434783
sex_chrY,UTY,True,33.08080218736548,0.0,40.079483797965224,0.36119565217391303,0.0,0.5019565217391304
sex_chrY,KDM5D,True,50.9292769484885,0.0,39.915501832519936,0.43717391304347825,0.0,0.5148369565217391
proliferation,MKI67,True,407.50973688608843,361.9962471751904,273.8518278614205,0.9467391304347826,0.7716304347826087,0.7611413043478261
proliferation,TOP2A,True,606.6493464099048,397.45106479960606,277.04616432279886,0.9018478260869566,0.8091304347826087,0.7666847826086957
proliferation,CCNB1,True,314.63730348412463,374.5877784968739,362.1050037794766,0.7602717391304348,0.8173369565217391,0.7923369565217391
proliferation,PCNA,True,801.2789940184799,351.33704697842046,326.7092921892514,0.9842391304347826,0.9490760869565218,0.8929891304347826
