ENSG00000116273.6	PHF13	Gene Expression
ENSG00000041988.15	THAP3	Gene Expression
ENSG00000007923.16	DNAJC11	Gene Expression
ENSG00000171735.19	CAMTA1	Gene Expression
ENSG00000049245.13	VAMP3	Gene Expression
ENSG00000049246.14	PER3	Gene Expression
ENSG00000049247.13	UTS2	Gene Expression
ENSG00000049249.9	TNFRSF9	Gene Expression
ENSG00000116288.13	PARK7	Gene Expression
ENSG00000116285.13	ERRFI1	Gene Expression
ENSG00000162426.14	SLC45A1	Gene Expression
ENSG00000142599.19	RERE	Gene Expression
ENSG00000074800.16	ENO1	Gene Expression
ENSG00000131686.15	CA6	Gene Expression
ENSG00000197241.3	SLC2A7	Gene Expression
ENSG00000142583.18	SLC2A5	Gene Expression
ENSG00000180758.12	GPR157	Gene Expression
ENSG00000049239.13	H6PD	Gene Expression
ENSG00000171621.14	SPSB1	Gene Expression
ENSG00000171612.7	SLC25A33	Gene Expression
ENSG00000188807.13	TMEM201	Gene Expression
ENSG00000171608.16	PIK3CD	Gene Expression
ENSG00000171603.18	CLSTN1	Gene Expression
ENSG00000178585.15	CTNNBIP1	Gene Expression
ENSG00000162441.12	LZIC	Gene Expression
ENSG00000173614.14	NMNAT1	Gene Expression
ENSG00000162444.12	RBP7	Gene Expression
ENSG00000130939.20	UBE4B	Gene Expression
ENSG00000054523.17	KIF1B	Gene Expression
ENSG00000142657.21	PGD	Gene Expression
ENSG00000251503.8	CENPS-CORT	Gene Expression
ENSG00000175279.22	CENPS	Gene Expression
ENSG00000241563.4	CORT	Gene Expression
ENSG00000160049.12	DFFA	Gene Expression
ENSG00000142655.13	PEX14	Gene Expression
ENSG00000130940.15	CASZ1	Gene Expression
ENSG00000175262.14	C1orf127	Gene Expression
ENSG00000120948.18	TARDBP	Gene Expression
ENSG00000277726.4	AL109811.3	Gene Expression
ENSG00000009724.17	MASP2	Gene Expression
ENSG00000116649.10	SRM	Gene Expression
ENSG00000171824.14	EXOSC10	Gene Expression
ENSG00000198793.13	MTOR	Gene Expression
ENSG00000171819.5	ANGPTL7	Gene Expression
ENSG00000120942.13	UBIAD1	Gene Expression
ENSG00000204624.8	DISP3	Gene Expression
ENSG00000116661.11	FBXO2	Gene Expression
ENSG00000132879.14	FBXO44	Gene Expression
ENSG00000116663.11	FBXO6	Gene Expression
ENSG00000116670.15	MAD2L2	Gene Expression
ENSG00000162490.7	DRAXIN	Gene Expression
ENSG00000177674.16	AGTRAP	Gene Expression
ENSG00000215910.7	C1orf167	Gene Expression
ENSG00000177000.13	MTHFR	Gene Expression
ENSG00000011021.23	CLCN6	Gene Expression
ENSG00000175206.10	NPPA	Gene Expression
ENSG00000120937.9	NPPB	Gene Expression
ENSG00000116685.16	KIAA2013	Gene Expression
ENSG00000083444.17	PLOD1	Gene Expression
ENSG00000116688.17	MFN2	Gene Expression
ENSG00000116691.11	MIIP	Gene Expression
ENSG00000120949.15	TNFRSF8	Gene Expression
ENSG00000028137.19	TNFRSF1B	Gene Expression
ENSG00000048707.15	VPS13D	Gene Expression
ENSG00000162496.9	DHRS3	Gene Expression
ENSG00000204518.2	AADACL4	Gene Expression
ENSG00000188984.12	AADACL3	Gene Expression
ENSG00000157330.10	C1orf158	Gene Expression
ENSG00000116726.4	PRAMEF12	Gene Expression
ENSG00000116721.9	PRAMEF1	Gene Expression
ENSG00000239810.3	PRAMEF11	Gene Expression
ENSG00000179172.10	HNRNPCL1	Gene Expression
ENSG00000120952.4	PRAMEF2	Gene Expression
ENSG00000243073.4	PRAMEF4	Gene Expression
ENSG00000187545.5	PRAMEF10	Gene Expression
ENSG00000204510.5	PRAMEF7	Gene Expression
ENSG00000232423.6	PRAMEF6	Gene Expression
ENSG00000274764.5	PRAMEF27	Gene Expression
ENSG00000277058.2	HNRNPCL3	Gene Expression
ENSG00000229571.7	PRAMEF25	Gene Expression
ENSG00000275774.3	HNRNPCL2	Gene Expression
ENSG00000280267.4	PRAMEF26	Gene Expression
ENSG00000179412.11	HNRNPCL4	Gene Expression
ENSG00000204505.4	PRAMEF9	Gene Expression
ENSG00000279169.3	PRAMEF13	Gene Expression
ENSG00000279804.2	PRAMEF18	Gene Expression
ENSG00000270601.4	PRAMEF5	Gene Expression
ENSG00000182330.10	PRAMEF8	Gene Expression
ENSG00000237700.2	PRAMEF33	Gene Expression
ENSG00000204501.7	PRAMEF15	Gene Expression
ENSG00000204481.8	PRAMEF14	Gene Expression
ENSG00000204480.8	PRAMEF19	Gene Expression
ENSG00000204479.4	PRAMEF17	Gene Expression
ENSG00000204478.9	PRAMEF20	Gene Expression
ENSG00000162494.6	LRRC38	Gene Expression
ENSG00000162493.16	PDPN	Gene Expression
ENSG00000116731.22	PRDM2	Gene Expression
ENSG00000189337.17	KAZN	Gene Expression
ENSG00000171729.14	TMEM51	Gene Expression
ENSG00000142621.19	FHAD1	Gene Expression
ENSG00000142634.13	EFHD2	Gene Expression
ENSG00000162438.12	CTRC	Gene Expression
ENSG00000142615.8	CELA2A	Gene Expression
ENSG00000215704.10	CELA2B	Gene Expression
ENSG00000132906.18	CASP9	Gene Expression
ENSG00000116138.13	DNAJC16	Gene Expression
ENSG00000116771.6	AGMAT	Gene Expression
ENSG00000197312.12	DDI2	Gene Expression
ENSG00000215695.1	RSC1A1	Gene Expression
ENSG00000116786.13	PLEKHM2	Gene Expression
ENSG00000162461.8	SLC25A34	Gene Expression
ENSG00000162460.7	TMEM82	Gene Expression
ENSG00000162458.13	FBLIM1	Gene Expression
ENSG00000233954.6	UQCRHL	Gene Expression
ENSG00000065526.12	SPEN	Gene Expression
ENSG00000116809.11	ZBTB17	Gene Expression
ENSG00000183888.4	SRARP	Gene Expression
ENSG00000173641.17	HSPB7	Gene Expression
ENSG00000186510.12	CLCNKA	Gene Expression
ENSG00000184908.18	CLCNKB	Gene Expression
ENSG00000185519.9	FAM131C	Gene Expression
ENSG00000142627.13	EPHA2	Gene Expression
ENSG00000142632.17	ARHGEF19	Gene Expression
ENSG00000132881.12	CPLANE2	Gene Expression
ENSG00000037637.11	FBXO42	Gene Expression
ENSG00000055070.17	SZRD1	Gene Expression
ENSG00000187144.11	SPATA21	Gene Expression
ENSG00000157191.20	NECAP2	Gene Expression
ENSG00000219481.10	NBPF1	Gene Expression
ENSG00000058453.17	CROCC	Gene Expression
ENSG00000117122.14	MFAP2	Gene Expression
ENSG00000159363.18	ATP13A2	Gene Expression
ENSG00000117118.10	SDHB	Gene Expression
ENSG00000117115.13	PADI2	Gene Expression
ENSG00000142623.11	PADI1	Gene Expression
ENSG00000142619.4	PADI3	Gene Expression
ENSG00000159339.13	PADI4	Gene Expression
ENSG00000276747.1	PADI6	Gene Expression
ENSG00000179051.14	RCC2	Gene Expression
ENSG00000074964.17	ARHGEF10L	Gene Expression
ENSG00000117148.8	ACTL8	Gene Expression
ENSG00000117154.12	IGSF21	Gene Expression
ENSG00000179023.8	KLHDC7A	Gene Expression
ENSG00000009709.12	PAX7	Gene Expression
ENSG00000179002.5	TAS1R2	Gene Expression
ENSG00000159423.17	ALDH4A1	Gene Expression
ENSG00000169991.11	IFFO2	Gene Expression
ENSG00000127481.15	UBR4	Gene Expression
ENSG00000127463.15	EMC1	Gene Expression
ENSG00000053372.5	MRTO4	Gene Expression
ENSG00000162482.5	AKR7A3	Gene Expression
ENSG00000053371.12	AKR7A2	Gene Expression
ENSG00000040487.13	SLC66A1	Gene Expression
ENSG00000077549.19	CAPZB	Gene Expression
ENSG00000173436.15	MICOS10	Gene Expression
ENSG00000158747.15	NBL1	Gene Expression
ENSG00000270136.6	MICOS10-NBL1	Gene Expression
ENSG00000158748.4	HTR6	Gene Expression
ENSG00000162542.13	TMCO4	Gene Expression
ENSG00000178828.7	RNF186	Gene Expression
ENSG00000169914.6	OTUD3	Gene Expression
ENSG00000188784.4	PLA2G2E	Gene Expression
ENSG00000188257.11	PLA2G2A	Gene Expression
ENSG00000127472.11	PLA2G5	Gene Expression
ENSG00000117215.15	PLA2G2D	Gene Expression
ENSG00000158786.5	PLA2G2F	Gene Expression
ENSG00000187980.6	PLA2G2C	Gene Expression
ENSG00000162543.6	UBXN10	Gene Expression
ENSG00000158816.15	VWA5B1	Gene Expression
ENSG00000162545.6	CAMK2N1	Gene Expression
ENSG00000090432.7	MUL1	Gene Expression
ENSG00000183114.8	FAM43B	Gene Expression
ENSG00000158825.6	CDA	Gene Expression
ENSG00000158828.8	PINK1	Gene Expression
ENSG00000244038.10	DDOST	Gene Expression
ENSG00000117245.12	KIF17	Gene Expression
ENSG00000189410.12	SH2D5	Gene Expression
ENSG00000127483.19	HP1BP3	Gene Expression
ENSG00000075151.20	EIF4G3	Gene Expression
ENSG00000117298.16	ECE1	Gene Expression
ENSG00000142794.18	NBPF3	Gene Expression
ENSG00000162551.14	ALPL	Gene Expression
ENSG00000076864.19	RAP1GAP	Gene Expression
ENSG00000090686.16	USP48	Gene Expression
ENSG00000187942.12	LDLRAD2	Gene Expression
ENSG00000142798.20	HSPG2	Gene Expression
ENSG00000219073.8	CELA3B	Gene Expression
ENSG00000142789.20	CELA3A	Gene Expression
ENSG00000070831.17	CDC42	Gene Expression
ENSG00000162552.15	WNT4	Gene Expression
ENSG00000184677.18	ZBTB40	Gene Expression
ENSG00000070886.12	EPHA8	Gene Expression
ENSG00000173372.17	C1QA	Gene Expression
ENSG00000159189.12	C1QC	Gene Expression
ENSG00000173369.16	C1QB	Gene Expression
ENSG00000133216.16	EPHB2	Gene Expression
ENSG00000215906.8	LACTBL1	Gene Expression
ENSG00000227868.6	TEX46	Gene Expression
ENSG00000004487.17	KDM1A	Gene Expression
ENSG00000169641.13	LUZP1	Gene Expression
ENSG00000179546.4	HTR1D	Gene Expression
ENSG00000125944.20	HNRNPR	Gene Expression
ENSG00000125945.15	ZNF436	Gene Expression
ENSG00000204219.11	TCEA3	Gene Expression
ENSG00000088280.19	ASAP3	Gene Expression
ENSG00000007968.7	E2F2	Gene Expression
ENSG00000117318.9	ID3	Gene Expression
ENSG00000142676.14	RPL11	Gene Expression
ENSG00000011007.12	ELOA	Gene Expression
ENSG00000057757.10	PITHD1	Gene Expression
ENSG00000011009.11	LYPLA2	Gene Expression
ENSG00000117308.15	GALE	Gene Expression
ENSG00000117305.15	HMGCL	Gene Expression
ENSG00000179163.11	FUCA1	Gene Expression
ENSG00000188822.8	CNR2	Gene Expression
ENSG00000189266.13	PNRC2	Gene Expression
ENSG00000188529.15	SRSF10	Gene Expression
ENSG00000142661.19	MYOM3	Gene Expression
ENSG00000142677.4	IL22RA1	Gene Expression
ENSG00000185436.12	IFNLR1	Gene Expression
ENSG00000158055.16	GRHL3	Gene Expression
ENSG00000001460.18	STPG1	Gene Expression
ENSG00000001461.17	NIPAL3	Gene Expression
ENSG00000117602.12	RCAN3	Gene Expression
ENSG00000184454.7	NCMAP	Gene Expression
ENSG00000133226.17	SRRM1	Gene Expression
ENSG00000169504.15	CLIC4	Gene Expression
ENSG00000020633.18	RUNX3	Gene Expression
ENSG00000117614.10	SYF2	Gene Expression
ENSG00000117616.18	RSRP1	Gene Expression
ENSG00000187010.21	RHD	Gene Expression
ENSG00000183726.11	TMEM50A	Gene Expression
ENSG00000188672.19	RHCE	Gene Expression
ENSG00000204178.11	MACO1	Gene Expression
ENSG00000157978.12	LDLRAP1	Gene Expression
ENSG00000117643.14	MAN1C1	Gene Expression
ENSG00000162430.17	SELENON	Gene Expression
ENSG00000255054.3	AL020996.2	Gene Expression
ENSG00000117640.18	MTFR1L	Gene Expression
ENSG00000127423.11	AUNIP	Gene Expression
ENSG00000182749.5	PAQR7	Gene Expression
ENSG00000117632.23	STMN1	Gene Expression
ENSG00000158006.14	PAFAH2	Gene Expression
ENSG00000158008.10	EXTL1	Gene Expression
ENSG00000158014.15	SLC30A2	Gene Expression
ENSG00000158022.6	TRIM63	Gene Expression
ENSG00000175087.10	PDIK1L	Gene Expression
ENSG00000197245.6	FAM110D	Gene Expression
ENSG00000282872.1	C1orf232	Gene Expression
ENSG00000236782.7	AL391650.1	Gene Expression
ENSG00000142684.9	ZNF593	Gene Expression
ENSG00000142675.18	CNKSR1	Gene Expression
ENSG00000188782.9	CATSPER4	Gene Expression
ENSG00000130695.15	CEP85	Gene Expression
ENSG00000142669.15	SH3BGRL3	Gene Expression
ENSG00000158062.20	UBXN11	Gene Expression
ENSG00000169442.9	CD52	Gene Expression
ENSG00000176092.15	CRYBG2	Gene Expression
ENSG00000176083.17	ZNF683	Gene Expression
ENSG00000131914.11	LIN28A	Gene Expression
ENSG00000117682.17	DHDDS	Gene Expression
ENSG00000198830.11	HMGN2	Gene Expression
ENSG00000117676.14	RPS6KA1	Gene Expression
ENSG00000117713.20	ARID1A	Gene Expression
ENSG00000060642.11	PIGV	Gene Expression
ENSG00000204160.12	ZDHHC18	Gene Expression
ENSG00000175793.12	SFN	Gene Expression
ENSG00000142751.15	GPN2	Gene Expression
ENSG00000198746.13	GPATCH3	Gene Expression
ENSG00000090273.14	NUDC	Gene Expression
ENSG00000131910.5	NR0B2	Gene Expression
ENSG00000175707.9	KDF1	Gene Expression
ENSG00000253368.4	TRNP1	Gene Expression
ENSG00000158246.8	TENT5B	Gene Expression
ENSG00000090020.11	SLC9A1	Gene Expression
ENSG00000142784.16	WDTC1	Gene Expression
ENSG00000186501.14	TMEM222	Gene Expression
ENSG00000142765.18	SYTL1	Gene Expression
ENSG00000142733.17	MAP3K6	Gene Expression
ENSG00000142748.12	FCN3	Gene Expression
ENSG00000174950.11	CD164L2	Gene Expression
ENSG00000181773.7	GPR3	Gene Expression
ENSG00000158195.11	WASF2	Gene Expression
ENSG00000126705.15	AHDC1	Gene Expression
ENSG00000000938.13	FGR	Gene Expression
ENSG00000126709.15	IFI6	Gene Expression
ENSG00000009780.15	FAM76A	Gene Expression
ENSG00000117758.14	STX12	Gene Expression
ENSG00000117751.18	PPP1R8	Gene Expression
ENSG00000130775.16	THEMIS2	Gene Expression
ENSG00000117748.10	RPA2	Gene Expression
ENSG00000130768.15	SMPDL3B	Gene Expression
ENSG00000158156.8	XKR8	Gene Expression
ENSG00000158161.16	EYA3	Gene Expression
ENSG00000169403.12	PTAFR	Gene Expression
ENSG00000126698.11	DNAJC8	Gene Expression
ENSG00000130770.18	ATP5IF1	Gene Expression
ENSG00000130766.5	SESN2	Gene Expression
ENSG00000130772.14	MED18	Gene Expression
ENSG00000204138.13	PHACTR4	Gene Expression
ENSG00000180198.16	RCC1	Gene Expression
ENSG00000180098.9	TRNAU1AP	Gene Expression
ENSG00000120656.11	TAF12	Gene Expression
ENSG00000188060.7	RAB42	Gene Expression
ENSG00000162419.12	GMEB1	Gene Expression
ENSG00000198492.16	YTHDF2	Gene Expression
ENSG00000116329.11	OPRD1	Gene Expression
ENSG00000159023.21	EPB41	Gene Expression
ENSG00000253304.2	TMEM200B	Gene Expression
ENSG00000116350.17	SRSF4	Gene Expression
ENSG00000116353.16	MECR	Gene Expression
ENSG00000060656.20	PTPRU	Gene Expression
ENSG00000162510.6	MATN1	Gene Expression
ENSG00000162511.8	LAPTM5	Gene Expression
ENSG00000162512.16	SDC3	Gene Expression
ENSG00000134644.15	PUM1	Gene Expression
ENSG00000084628.10	NKAIN1	Gene Expression
ENSG00000060688.13	SNRNP40	Gene Expression
ENSG00000121766.15	ZCCHC17	Gene Expression
ENSG00000121769.8	FABP3	Gene Expression
ENSG00000168528.12	SERINC2	Gene Expression
ENSG00000142910.16	TINAGL1	Gene Expression
ENSG00000121764.11	HCRTR1	Gene Expression
ENSG00000162517.13	PEF1	Gene Expression
ENSG00000084636.18	COL16A1	Gene Expression
ENSG00000121753.12	ADGRB2	Gene Expression
ENSG00000134668.12	SPOCD1	Gene Expression
ENSG00000184007.21	PTP4A2	Gene Expression
ENSG00000121774.18	KHDRBS1	Gene Expression
ENSG00000121775.18	TMEM39B	Gene Expression
ENSG00000025800.14	KPNA6	Gene Expression
ENSG00000084652.16	TXLNA	Gene Expression
ENSG00000160050.14	CCDC28B	Gene Expression
ENSG00000160051.11	IQCC	Gene Expression
ENSG00000222046.2	DCDC2B	Gene Expression
ENSG00000160055.19	TMEM234	Gene Expression
ENSG00000084623.11	EIF3I	Gene Expression
ENSG00000183615.6	FAM167B	Gene Expression
ENSG00000182866.17	LCK	Gene Expression
ENSG00000116478.12	HDAC1	Gene Expression
ENSG00000175130.7	MARCKSL1	Gene Expression
ENSG00000162526.7	TSSK3	Gene Expression
ENSG00000225828.1	FAM229A	Gene Expression
ENSG00000160058.18	BSDC1	Gene Expression
ENSG00000254553.1	AL033529.1	Gene Expression
ENSG00000273274.2	ZBTB8B	Gene Expression
ENSG00000160062.15	ZBTB8A	Gene Expression
ENSG00000176261.15	ZBTB8OS	Gene Expression
ENSG00000162521.19	RBBP4	Gene Expression
ENSG00000162520.15	SYNC	Gene Expression
ENSG00000162522.11	KIAA1522	Gene Expression
ENSG00000134684.10	YARS1	Gene Expression
ENSG00000116497.18	S100PBP	Gene Expression
ENSG00000160097.19	FNDC5	Gene Expression
ENSG00000121905.10	HPCA	Gene Expression
ENSG00000121900.19	TMEM54	Gene Expression
ENSG00000116514.16	RNF19B	Gene Expression
ENSG00000004455.17	AK2	Gene Expression
ENSG00000142920.17	AZIN2	Gene Expression
ENSG00000116525.14	TRIM62	Gene Expression
ENSG00000160094.15	ZNF362	Gene Expression
ENSG00000184389.9	A3GALT2	Gene Expression
ENSG00000134686.18	PHC2	Gene Expression
ENSG00000121903.14	ZSCAN20	Gene Expression
ENSG00000121904.17	CSMD2	Gene Expression
ENSG00000176256.10	HMGB4	Gene Expression
ENSG00000142698.15	C1orf94	Gene Expression
ENSG00000163866.9	SMIM12	Gene Expression
ENSG00000189280.3	GJB5	Gene Expression
ENSG00000189433.7	GJB4	Gene Expression
ENSG00000188910.8	GJB3	Gene Expression
ENSG00000187513.9	GJA4	Gene Expression
ENSG00000116544.12	DLGAP3	Gene Expression
ENSG00000284773.1	AC114490.3	Gene Expression
ENSG00000271741.1	AC114490.2	Gene Expression
ENSG00000243749.1	TMEM35B	Gene Expression
ENSG00000163867.17	ZMYM6	Gene Expression
ENSG00000197056.11	ZMYM1	Gene Expression
ENSG00000116560.11	SFPQ	Gene Expression
ENSG00000146463.12	ZMYM4	Gene Expression
ENSG00000142687.18	KIAA0319L	Gene Expression
ENSG00000020129.16	NCDN	Gene Expression
ENSG00000116819.8	TFAP2E	Gene Expression
ENSG00000126067.12	PSMB2	Gene Expression
ENSG00000142686.8	C1orf216	Gene Expression
ENSG00000092853.14	CLSPN	Gene Expression
ENSG00000134698.11	AGO4	Gene Expression
ENSG00000092847.13	AGO1	Gene Expression
ENSG00000126070.20	AGO3	Gene Expression
ENSG00000092850.12	TEKT2	Gene Expression
ENSG00000116863.11	ADPRS	Gene Expression
ENSG00000171812.13	COL8A2	Gene Expression
ENSG00000054116.12	TRAPPC3	Gene Expression
ENSG00000116871.15	MAP7D1	Gene Expression
ENSG00000054118.15	THRAP3	Gene Expression
ENSG00000214193.11	SH3D21	Gene Expression
ENSG00000142694.6	EVA1B	Gene Expression
ENSG00000196182.11	STK40	Gene Expression
ENSG00000181817.6	LSM10	Gene Expression
ENSG00000116885.18	OSCP1	Gene Expression
ENSG00000116898.12	MRPS15	Gene Expression
ENSG00000119535.18	CSF3R	Gene Expression
ENSG00000163873.10	GRIK3	Gene Expression
ENSG00000163874.11	ZC3H12A	Gene Expression
ENSG00000163875.15	MEAF6	Gene Expression
ENSG00000163877.11	SNIP1	Gene Expression
ENSG00000163879.11	DNALI1	Gene Expression
ENSG00000134697.13	GNL2	Gene Expression
ENSG00000169218.14	RSPO1	Gene Expression
ENSG00000116922.14	C1orf109	Gene Expression
ENSG00000134690.11	CDCA8	Gene Expression
ENSG00000183317.17	EPHA10	Gene Expression
ENSG00000185090.14	MANEAL	Gene Expression
ENSG00000196449.4	YRDC	Gene Expression
ENSG00000197982.14	C1orf122	Gene Expression
ENSG00000188786.10	MTF1	Gene Expression
ENSG00000204084.13	INPP5B	Gene Expression
ENSG00000183431.12	SF3A3	Gene Expression
ENSG00000183386.10	FHL3	Gene Expression
ENSG00000183520.12	UTP11	Gene Expression
ENSG00000185668.8	POU3F1	Gene Expression
ENSG00000116954.8	RRAGC	Gene Expression
ENSG00000214114.9	MYCBP	Gene Expression
ENSG00000274944.4	AL139260.3	Gene Expression
ENSG00000131233.10	GJA9	Gene Expression
ENSG00000158315.11	RHBDL2	Gene Expression
ENSG00000174574.16	AKIRIN1	Gene Expression
ENSG00000168653.11	NDUFS5	Gene Expression
ENSG00000127603.29	MACF1	Gene Expression
ENSG00000183682.8	BMP8A	Gene Expression
ENSG00000090621.14	PABPC4	Gene Expression
ENSG00000163909.8	HEYL	Gene Expression
ENSG00000116981.3	NT5C1A	Gene Expression
ENSG00000116983.13	HPCAL4	Gene Expression
ENSG00000084072.17	PPIE	Gene Expression
ENSG00000116985.12	BMP8B	Gene Expression
ENSG00000198754.5	OXCT2	Gene Expression
ENSG00000043514.17	TRIT1	Gene Expression
ENSG00000116990.11	MYCL	Gene Expression
ENSG00000168389.18	MFSD2A	Gene Expression
ENSG00000131236.17	CAP1	Gene Expression
ENSG00000131238.17	PPT1	Gene Expression
ENSG00000117000.9	RLF	Gene Expression
ENSG00000188800.6	TMCO2	Gene Expression
ENSG00000084073.9	ZMPSTE24	Gene Expression
ENSG00000049089.15	COL9A2	Gene Expression
ENSG00000084070.12	SMAP2	Gene Expression
ENSG00000187801.15	ZFP69B	Gene Expression
ENSG00000187815.10	ZFP69	Gene Expression
ENSG00000164002.11	EXO5	Gene Expression
ENSG00000117010.17	ZNF684	Gene Expression
ENSG00000117016.10	RIMS3	Gene Expression
ENSG00000066136.20	NFYC	Gene Expression
ENSG00000117013.17	KCNQ4	Gene Expression
ENSG00000179862.7	CITED4	Gene Expression
ENSG00000171793.16	CTPS1	Gene Expression
ENSG00000171790.15	SLFNL1	Gene Expression
ENSG00000010803.16	SCMH1	Gene Expression
ENSG00000204060.7	FOXO6	Gene Expression
ENSG00000127129.10	EDN2	Gene Expression
ENSG00000127124.16	HIVEP3	Gene Expression
ENSG00000284895.1	AC119676.1	Gene Expression
ENSG00000044012.4	GUCA2B	Gene Expression
ENSG00000197273.4	GUCA2A	Gene Expression
ENSG00000198815.9	FOXJ3	Gene Expression
ENSG00000177181.15	RIMKLA	Gene Expression
ENSG00000066185.13	ZMYND12	Gene Expression
ENSG00000127125.9	PPCS	Gene Expression
ENSG00000186409.18	CCDC30	Gene Expression
ENSG00000171960.11	PPIH	Gene Expression
ENSG00000065978.19	YBX1	Gene Expression
ENSG00000164007.11	CLDN19	Gene Expression
ENSG00000117385.16	P3H1	Gene Expression
ENSG00000164008.16	C1orf50	Gene Expression
ENSG00000283580.3	AC098484.3	Gene Expression
ENSG00000274386.5	TMEM269	Gene Expression
ENSG00000177868.12	SVBP	Gene Expression
ENSG00000164010.15	ERMAP	Gene Expression
ENSG00000164011.18	ZNF691	Gene Expression
ENSG00000117394.23	SLC2A1	Gene Expression
ENSG00000186973.11	FAM183A	Gene Expression
ENSG00000117395.12	EBNA1BP2	Gene Expression
